	ID	name	annot	nbIns	nbsites	r	ovr	span	pval	postprob	call	insRate	score_ES	score_NE	bayes_ratio	bayes_log	Bayes_class	paper	keio	pec	biotradis	Bayes_class_4
10	BW25113_0011	yaaW	-	171	711	22	22	22	1.0	1.0	NE	0.24050632911392406	0.00027019976591876325	3.676543398308609	7.349288085190793e-05	-13.732035969482212	NE	NE	NE	NE	U	NE
11	BW25113_0013	yaaI	-	109	402	23	23	23	1.0	1.0	NE	0.27114427860696516	8.015693744385703e-05	3.0438347228343834	2.6334195100191193e-05	-15.2127031099785	NE	NE	NE	NE	U	NE
12	BW25113_0014	dnaK	chaperone Hsp70%3B DNA biosynthesis%3B autoregulated heat shock proteins	114	1914	272	272	272	0.0	0.0	E	0.05956112852664577	0.35358725127225166	0.06070340898454203	5.824833517377776	2.542216815932437	U	U	NE	NE	ES	U
13	BW25113_0015	dnaJ	chaperone with DnaK%3B heat shock protein	274	1128	33	33	33	1.0	1.0	NE	0.2429078014184397	0.0002456513767942891	3.6292536934983937	6.768647152839161e-05	-13.850772962781948	NE	NE	NE	NE	U	NE
14	BW25113_0016	insL1	-	360	1110	24	24	24	1.0	1.0	NE	0.32432432432432434	9.725363657884866e-06	1.9927105675051588	4.880469756358478e-06	-17.644548552160614	NE	NE	NE	NE	U	NE
15	BW25113_0018	mokC	regulatory peptide whose translation enables hokC (gef) expression%3B completely contained in another CDS	91	207	7	7	7	1.0	1.0	NE	0.4396135265700483	1.00468490343797e-07	0.61590524330825	1.631232911805465e-07	-22.54753387559117	NE	NE	NE	NE	U	NE
16	BW25113_0019	nhaA	Na+/H antiporter%2C pH dependent	347	1164	27	27	27	1.0	1.0	NE	0.2981099656357388	2.7507593890943293e-05	2.4869943098176512	1.1060577735282465e-05	-16.464213729546085	NE	NE	NE	NE	U	NE
17	BW25113_0020	nhaR	-	261	903	24	24	24	1.0	1.0	NE	0.28903654485049834	3.942246796299609e-05	2.670533843565149	1.4762017735887329e-05	-16.04775054581581	NE	NE	NE	NE	U	NE
18	BW25113_0021	insB1	-	205	501	19	19	19	1.0	1.0	NE	0.4091816367265469	3.359110705040783e-07	0.8607101233248488	3.902720107514048e-07	-21.28901666389453	NE	NE	NE	NE	U	NE
19	BW25113_0022	insA	-	111	273	19	19	19	1.0	1.0	NE	0.4065934065934066	3.722262679665163e-07	0.8849500080338422	4.206184130033724e-07	-21.18098465730113	NE	NE	NE	NE	U	NE
20	BW25113_0023	rpsT	-	2	261	139	142	190	0.0	0.0	E	0.007662835249042145	2.769832213007055	0.0	inf	inf	ES	ES	NE	NE	ES	ES
21	BW25113_0024	yaaY	-	26	216	35	35	108	1e-05	7e-05	E	0.12037037037037036	0.03169911523472412	3.0608502385244503	0.010356310425042347	-6.593346074739139	U	NE	NE	NE	U	NE
22	BW25113_0025	ribF	-	14	939	284	284	284	0.0	0.0	E	0.014909478168264111	2.077919956182612	0.0	inf	inf	ES	ES	ES	ES	ES	ES
23	BW25113_0026	ileS	isoleucine tRNA synthetase	25	2814	450	450	450	0.0	0.0	E	0.008884150675195452	2.638858464272455	0.0	inf	inf	ES	ES	NE	ES	ES	ES
24	BW25113_0027	lspA	prolipoprotein signal peptidase (SPase II)	8	492	148	148	148	0.0	0.0	E	0.016260162601626018	1.9695320236654972	0.0	inf	inf	ES	ES	ES	ES	ES	ES
25	BW25113_0028	fkpB	-	59	447	43	43	43	1.0	1.0	NE	0.1319910514541387	0.019993045162609017	3.54422396311664	0.005641021947447132	-7.469827734634479	U	NE	NE	NE	U	NE
26	BW25113_0029	ispH	-	12	948	290	290	290	0.0	0.0	E	0.012658227848101266	2.2719929576129747	0.0	inf	inf	ES	ES	ES	ES	ES	ES
27	BW25113_0030	rihC	-	226	912	27	27	27	1.0	1.0	NE	0.24780701754385964	0.00020226902342311982	3.530921253409447	5.728505647861998e-05	-14.09148163136918	NE	NE	NE	NE	U	NE
28	BW25113_0031	dapB	-	7	819	332	335	437	0.0	0.0	E	0.008547008547008548	2.6743819192310583	0.0	inf	inf	ES	ES	ES	ES	ES	ES
29	BW25113_0032	carA	-	224	1146	31	31	31	1.0	1.0	NE	0.19546247818499127	0.0016127717426147987	4.337664420621447	0.0003718064806829249	-11.393160462525962	U	NE	NE	NE	U	NE
30	BW25113_0033	carB	-	728	3219	37	37	37	1.0	1.0	NE	0.22615719167443304	0.00047736578009180484	3.9418315293876685	0.00012110253229568128	-13.011483346951355	NE	NE	NE	NE	U	NE
31	BW25113_0034	caiF	transcriptional regulator of cai operon	218	393	11	11	11	1.0	1.0	NE	0.55470737913486	1.0459690511860405e-09	0.15615137121498573	6.698430138957752e-09	-27.153529832462947	NE	NE	NE	NE	U	NE
32	BW25113_0035	caiE	possible synthesis of cofactor for carnitine racemase and dehydratase	153	588	28	28	28	1.0	1.0	NE	0.2602040816326531	0.00012370517149552993	3.2743649678399835	3.777989708249754e-05	-14.6920217027998	NE	NE	NE	NE	U	NE
33	BW25113_0036	caiD	carnitine racemase	228	783	31	31	31	1.0	1.0	NE	0.29118773946360155	3.619837864057958e-05	2.6265616582750964	1.3781659580133982e-05	-16.146890847362297	NE	NE	NE	NE	U	NE
34	BW25113_0037	caiC	probable crotonobetaine/carnitine-CoA ligase	446	1551	29	29	29	1.0	1.0	NE	0.2875564152159897	4.180606502864537e-05	2.7009358598107567	1.5478362759630487e-05	-15.979387597494606	NE	NE	NE	NE	U	NE
35	BW25113_0038	caiB	l-carnitine dehydratase	278	1215	23	23	23	1.0	1.0	NE	0.2288065843621399	0.00042974917050360667	3.8955087454415263	0.00011031913893313514	-13.146029278115591	NE	NE	NE	NE	U	NE
36	BW25113_0039	caiA	probable carnitine operon oxidoreductase	253	1140	31	31	31	1.0	1.0	NE	0.2219298245614035	0.0005645057834223952	4.0126769983489465	0.00014068059394131807	-12.795289048526866	NE	NE	NE	NE	U	NE
37	BW25113_0040	caiT	probable carnitine transporter	421	1512	22	22	22	1.0	1.0	NE	0.27843915343915343	6.001857296101353e-05	2.8904003088991166	2.0764796065176574e-05	-15.555500771573847	NE	NE	NE	NE	U	NE
38	BW25113_0041	fixA	probable flavoprotein subunit%2C carnitine metabolism	221	768	34	35	35	1.0	1.0	NE	0.2877604166666667	4.146916897130809e-05	2.696738835821812	1.53775250389312e-05	-15.988817149380512	NE	NE	NE	NE	U	NE
39	BW25113_0042	fixB	probable flavoprotein subunit%2C carnitine metabolism	186	939	49	49	49	0.9995700000000001	1.0	NE	0.19808306709265175	0.0014535595177437614	4.3169032084598555	0.00033671348361371964	-11.536190884837259	U	NE	NE	NE	U	NE
40	BW25113_0043	fixC	flavoprotein%3B electron transport	250	1284	29	29	29	1.0	1.0	NE	0.19470404984423675	0.0016620227408141268	4.343107491325919	0.0003826805447789466	-11.3515718223225	U	NE	NE	NE	U	NE
41	BW25113_0044	fixX	putative ferredoxin	65	285	19	19	19	1.0	1.0	NE	0.22807017543859648	0.00044248628599639396	3.9085234172852164	0.00011321060123102351	-13.108703318664915	NE	NE	NE	NE	U	NE
42	BW25113_0045	yaaU	putative transport protein	315	1329	24	24	24	1.0	1.0	NE	0.23702031602708803	0.00031026453237430256	3.7439285369182436	8.287138210968417e-05	-13.558766491128313	NE	NE	NE	NE	U	NE
43	BW25113_0046	kefF	putative NAD(P)H oxidoreductase	140	528	24	24	24	1.0	1.0	NE	0.26515151515151514	0.00010166406669135342	3.1702653534132628	3.206799916035322e-05	-14.928506132864518	NE	NE	NE	NE	U	NE
44	BW25113_0047	kefC	K+ efflux antiporter%2C glutathione-regulated	408	1860	32	32	32	1.0	1.0	NE	0.21935483870967742	0.0006252057473431425	4.05379472398584	0.00015422728330171027	-12.662654374333568	NE	NE	NE	NE	U	NE
45	BW25113_0048	folA	dihydrofolate reductase type I%3B trimethoprim resistance	4	477	285	285	314	0.0	0.0	E	0.008385744234800839	2.6915424420438123	0.0	inf	inf	ES	ES	ES	ES	ES	ES
46	BW25113_0049	apaH	-	190	840	26	26	26	1.0	1.0	NE	0.2261904761904762	0.00047673600414137215	3.941258347601465	0.00012096035379956754	-13.013178115101578	NE	NE	NE	NE	U	NE
47	BW25113_0050	apaG	-	112	375	22	22	22	1.0	1.0	NE	0.2986666666666667	2.6906879559608008e-05	2.4759096928816393	1.0867472120233866e-05	-16.489624079952808	NE	NE	NE	NE	U	NE
48	BW25113_0051	rsmA	-	179	819	23	23	23	1.0	1.0	NE	0.21855921855921856	0.0006452494650086154	4.066163766928396	0.00015868752514511746	-12.62152366107181	NE	NE	NE	NE	U	NE
49	BW25113_0052	pdxA	pyridoxine biosynthesis	262	987	20	20	20	1.0	1.0	NE	0.26545086119554206	0.00010046416798539764	3.16395351389192	3.175273199947194e-05	-14.942759747984306	NE	NE	NE	NE	U	NE
50	BW25113_0053	surA	survival protein	281	1284	22	22	22	1.0	1.0	NE	0.21884735202492211	0.0006379174841637763	4.061703157236558	0.0001570566482750535	-12.636427365369235	NE	NE	NE	NE	U	NE
51	BW25113_0054	lptD	organic solvent tolerance	24	2352	615	615	615	0.0	0.0	E	0.01020408163265306	2.504263731400032	0.0	inf	inf	ES	ES	NE	ES	ES	ES
52	BW25113_0055	djlA	-	250	813	18	18	18	1.0	1.0	NE	0.3075030750307503	1.8951985210679838e-05	2.3031016468497274	8.22889655634744e-06	-16.89086958210556	NE	NE	NE	NE	U	NE
53	BW25113_0058	rluA	-	188	657	20	20	20	1.0	1.0	NE	0.2861491628614916	4.4205820019350194e-05	2.729944998676195	1.6192934304825367e-05	-15.91427603583523	NE	NE	NE	NE	U	NE
54	BW25113_0059	rapA	probable ATP-dependent RNA helicase	779	2904	26	26	26	1.0	1.0	NE	0.26825068870523416	8.990496790636969e-05	3.104885949645431	2.8955964684189633e-05	-15.075779912614747	NE	NE	NE	NE	U	NE
55	BW25113_0060	polB	-	525	2349	35	35	35	1.0	1.0	NE	0.22349936143039592	0.0005304358372189156	3.986838417688261	0.0001330467356955201	-12.8757792653085	NE	NE	NE	NE	U	NE
56	BW25113_0064	araC	transcriptional regulator for ara operon	188	876	34	34	34	1.0	1.0	NE	0.2146118721461187	0.0007546079243506726	4.125022832494206	0.000182934241819553	-12.416387234044269	NE	NE	NE	NE	U	NE
57	BW25113_0065	yabI	-	171	762	29	29	29	1.0	1.0	NE	0.22440944881889763	0.0005116305269552921	3.971600070104858	0.00012882226758088058	-12.922330387402539	NE	NE	NE	NE	U	NE
58	BW25113_0066	thiQ	putative ATP-binding component of a transport system	162	696	46	46	46	1.0	1.0	NE	0.23275862068965517	0.0003674011861762055	3.823965021651269	9.607859488671626e-05	-13.345425422110889	NE	NE	NE	NE	U	NE
59	BW25113_0067	thiP	-	410	1608	32	32	32	1.0	1.0	NE	0.25497512437810943	0.00015221502635789835	3.383587429289292	4.498628439161404e-05	-14.44015526091303	NE	NE	NE	NE	U	NE
60	BW25113_0068	thiB	thiamin-binding periplasmic protein%3B periplasmic-binding component of ABC superfamily	192	981	26	26	26	1.0	1.0	NE	0.19571865443425077	0.0015964680314463674	4.335767657498169	0.00036820885194008843	-11.4071880692751	U	NE	NE	NE	U	NE
61	BW25113_0069	sgrR	putative transport protein	379	1653	38	38	38	1.0	1.0	NE	0.22928009679370842	0.00042175351958020354	3.8870856555043574	0.00010850121581009517	-13.170001170673544	NE	NE	NE	NE	U	NE
62	BW25113_0070	setA	-	342	1176	27	27	27	1.0	1.0	NE	0.29081632653061223	3.673556882535464e-05	2.6341348497221646	1.3945971228173577e-05	-16.12979206410948	NE	NE	NE	NE	U	NE
63	BW25113_0071	leuD	isopropylmalate isomerase subunit	134	603	33	33	33	1.0	1.0	NE	0.2222222222222222	0.000557996913387806	4.007906686117215	0.00013922402817426446	-12.81030415732618	NE	NE	NE	NE	U	NE
64	BW25113_0072	leuC	3-isopropylmalate isomerase (dehydratase) subunit	293	1398	34	34	34	1.0	1.0	NE	0.20958512160228898	0.0009211025578847671	4.1933835428022705	0.00021965616750363622	-12.152465371573395	NE	NE	NE	NE	U	NE
65	BW25113_0073	leuB	-	277	1089	18	18	18	1.0	1.0	NE	0.25436179981634527	0.00015596320324295348	3.3963189358792243	4.592124773540398e-05	-14.410478632135234	NE	NE	NE	NE	U	NE
66	BW25113_0074	leuA	-	417	1569	30	30	30	1.0	1.0	NE	0.26577437858508607	9.918329915867383e-05	3.157130981377082	3.141564279205544e-05	-14.958157375224244	NE	NE	NE	NE	U	NE
67	BW25113_0075	leuL	-	60	84	3	3	3	1.0	1.0	NE	0.7142857142857143	1.865327399567488e-12	0.01938974552841019	9.620174730165377e-11	-33.27514594601787	NE	NE	NE	NE	U	NE
68	BW25113_0076	leuO	probable transcriptional activator for leuABCD operon	588	942	10	10	10	1.0	1.0	NE	0.6242038216560509	6.644019200692022e-11	0.06424561284898164	1.0341592065297477e-09	-29.848894551515063	NE	NE	NE	NE	U	NE
69	BW25113_0077	ilvI	acetolactate synthase III%2C valine sensitive%2C large subunit	529	1722	37	37	37	1.0	1.0	NE	0.30720092915214864	1.9180469011768885e-05	2.308907727666466	8.307161339510925e-06	-16.877212994981	NE	NE	NE	NE	U	NE
70	BW25113_0078	ilvH	acetolactate synthase III%2C valine sensitive%2C small subunit	127	489	27	27	27	1.0	1.0	NE	0.25971370143149286	0.0001261347461336501	3.284651185501615	3.840126059363818e-05	-14.668486803533616	NE	NE	NE	NE	U	NE
71	BW25113_0080	cra	transcriptional repressor of fru operon and others	262	1002	31	31	31	1.0	1.0	NE	0.26147704590818366	0.00011761449037934069	3.247631197043721	3.621547005903987e-05	-14.753034373539972	NE	NE	NE	NE	U	NE
72	BW25113_0081	mraZ	-	68	456	48	48	48	0.99995	1.0	NE	0.14912280701754385	0.010134015519616143	4.052962826540273	0.0025003968586277004	-8.643627189560739	U	NE	NE	NE	U	NE
73	BW25113_0082	rsmH	putative apolipoprotein	111	939	30	30	30	1.0	1.0	NE	0.1182108626198083	0.0345338522222947	2.9594665183686613	0.011668945064237693	-6.421182050270762	U	NE	NE	NE	U	NE
74	BW25113_0083	ftsL	cell division protein%3B ingrowth of wall at septum	22	363	153	153	153	0.0	0.0	E	0.06060606060606061	0.3392325105721665	0.08104888510389323	4.185529636062462	2.0654101926618824	U	ES	ES	ES	ES	U
75	BW25113_0084	ftsI	septum formation%3B penicillin-binding protein 3%3B peptidoglycan synthetase	29	1764	272	272	272	0.0	0.0	E	0.016439909297052153	1.9555407911649187	0.0	inf	inf	ES	ES	ES	ES	ES	ES
76	BW25113_0085	murE	-	13	1485	545	545	545	0.0	0.0	E	0.008754208754208754	2.6524937477908335	0.0	inf	inf	ES	ES	ES	ES	ES	ES
77	BW25113_0086	murF	-	15	1356	385	385	385	0.0	0.0	E	0.011061946902654867	2.4204894255511578	0.0	inf	inf	ES	ES	ES	ES	ES	ES
78	BW25113_0087	mraY	phospho-N-acetylmuramoyl-pentapeptide transferase?	7	1080	440	440	441	0.0	0.0	E	0.006481481481481481	2.9027021852657735	0.0	inf	inf	ES	ES	ES	ES	ES	ES
79	BW25113_0088	murD	-	23	1314	222	222	222	0.0	0.0	E	0.01750380517503805	1.8747402055330058	0.0	inf	inf	ES	ES	ES	ES	ES	ES
80	BW25113_0089	ftsW	cell division%3B membrane protein involved in shape determination	33	1242	346	346	346	0.0	0.0	E	0.026570048309178744	1.3084993904721505	0.0	inf	inf	ES	ES	ES	ES	ES	ES
81	BW25113_0090	murG	-	10	1065	395	395	395	0.0	0.0	E	0.009389671361502348	2.5864757931556266	0.0	inf	inf	ES	ES	ES	ES	ES	ES
82	BW25113_0091	murC	-	14	1473	427	427	427	0.0	0.0	E	0.009504412763068567	2.574731688858148	0.0	inf	inf	ES	ES	ES	ES	ES	ES
83	BW25113_0092	ddlB	D-alanine-D-alanine ligase B%2C affects cell division	115	918	43	43	43	1.0	1.0	NE	0.12527233115468409	0.026098168965301382	3.277894967142299	0.007961868585451969	-6.972677225425914	U	NE	NE	NE	U	NE
84	BW25113_0093	ftsQ	cell division protein%3B ingrowth of wall at septum	24	828	290	290	290	0.0	0.0	E	0.028985507246376812	1.1889588849694794	0.0	inf	inf	ES	ES	ES	ES	ES	ES
85	BW25113_0094	ftsA	ATP-binding cell division protein%2C septation process%2C complexes with FtsZ%2C associated with junctions of inner and outer membranes	15	1260	283	283	283	0.0	0.0	E	0.011904761904761904	2.340914538968758	0.0	inf	inf	ES	ES	ES	ES	ES	ES
86	BW25113_0095	ftsZ	cell division%3B forms circumferential ring%3B tubulin-like GTP-binding protein and GTPase	11	1149	487	487	487	0.0	0.0	E	0.009573542210617928	2.567681853196903	0.0	inf	inf	ES	ES	ES	ES	ES	ES
87	BW25113_0096	lpxC	UDP-3-O-acyl N-acetylglucosamine deacetylase%3B lipid A biosynthesis	15	915	243	243	245	0.0	0.0	E	0.01639344262295082	1.9591481380270175	0.0	inf	inf	ES	ES	ES	ES	ES	ES
88	BW25113_0097	secM	-	50	510	65	65	65	0.15350999999999998	1.0	NE	0.09803921568627451	0.07686082651492188	1.8773782735662459	0.04094051134879597	-4.610327067976054	U	U	ES	ES	U	NE
89	BW25113_0098	secA	preprotein translocase%3B secretion protein	55	2703	444	444	444	0.0	0.0	E	0.020347761746207917	1.6747633996865219	0.0	inf	inf	ES	ES	ES	ES	ES	ES
90	BW25113_0099	mutT	7%2C8-dihydro-8-oxoguanine-triphosphatase%2C prefers dGTP%2C causes AT-GC transversions	80	387	24	24	24	1.0	1.0	NE	0.20671834625322996	0.0010320213401372143	4.228717210717591	0.00024405068693682773	-12.000531567014903	NE	NE	NE	NE	U	NE
91	BW25113_0101	yacG	-	33	195	24	24	24	1.0	1.0	NE	0.16923076923076924	0.004564766015845589	4.349951862433666	0.0010493831104815357	-9.896242809142404	U	NE	NE	NE	U	NE
92	BW25113_0102	zapD	-	170	741	40	40	40	1.0	1.0	NE	0.22941970310391363	0.00041942467168598076	3.884594225968997	0.00010797129565864936	-13.177064558967208	NE	NE	NE	NE	U	NE
93	BW25113_0103	coaE	putative DNA repair protein	15	618	177	177	177	0.0	0.0	E	0.024271844660194174	1.4333771288722643	0.0	inf	inf	ES	ES	NE	ES	ES	ES
94	BW25113_0104	guaC	-	250	1041	27	27	27	1.0	1.0	NE	0.24015369836695485	0.00027400538156006074	3.6834304745188358	7.438863946410007e-05	-13.714558162784346	NE	NE	NE	NE	U	NE
95	BW25113_0106	hofC	putative integral membrane protein involved in biogenesis of fimbriae%2C protein transport%2C DNA uptake	314	1200	24	24	24	1.0	1.0	NE	0.26166666666666666	0.00011673325122442624	3.243645318682815	3.59882908751039e-05	-14.762112885776881	NE	NE	NE	NE	U	NE
96	BW25113_0107	hofB	putative integral membrane protein involved in biogenesis of fimbriae%2C protein transport%2C DNA uptake	343	1383	26	26	26	1.0	1.0	NE	0.2480115690527838	0.00020063465216913268	3.526768106454533	5.688909679146189e-05	-14.101488298393116	NE	NE	NE	NE	U	NE
97	BW25113_0108	ppdD	prelipin peptidase dependent protein	111	438	14	14	14	1.0	1.0	NE	0.2534246575342466	0.00016186933419649852	3.415733117185948	4.738933887488686e-05	-14.365077940256239	NE	NE	NE	NE	U	NE
98	BW25113_0109	nadC	-	199	891	39	39	39	1.0	1.0	NE	0.22334455667789002	0.0005337026953486777	3.9894120091567107	0.00013377978863143112	-12.867852208590575	NE	NE	NE	NE	U	NE
99	BW25113_0110	ampD	regulates ampC	147	549	29	29	29	1.0	1.0	NE	0.2677595628415301	9.16734163416402e-05	3.1152496624884933	2.942730961357702e-05	-15.052484824260903	NE	NE	NE	NE	U	NE
100	BW25113_0111	ampE	regulates ampC	233	852	21	21	21	1.0	1.0	NE	0.2734741784037559	7.308162548533802e-05	2.9947248404891655	2.440345253001631e-05	-15.322555203879334	NE	NE	NE	NE	U	NE
101	BW25113_0112	aroP	aromatic amino acid transport protein	367	1371	20	20	20	1.0	1.0	NE	0.26768781911013856	9.193464727272185e-05	3.1167635567082654	2.949683079900279e-05	-15.049080517798817	NE	NE	NE	NE	U	NE
102	BW25113_0113	pdhR	transcriptional regulator for pyruvate dehydrogenase complex	95	762	46	46	46	1.0	1.0	NE	0.12467191601049869	0.026727127827082794	3.252316439656839	0.008217874343710185	-6.927019013671258	U	NE	NE	NE	U	NE
103	BW25113_0114	aceE	pyruvate dehydrogenase (decarboxylase component)	172	2661	81	81	81	0.00358	0.034460000000000005	E	0.06463735437805336	0.2891064298305623	0.1845507158530604	1.5665419041817714	0.6475833615676694	U	U	NE	NE	ES	U
104	BW25113_0115	aceF	pyruvate dehydrogenase (dihydrolipoyltransacetylase component)	104	1890	95	95	95	0.00011999999999999999	0.0013800000000000002	E	0.05502645502645503	0.42325988987160446	0.006275486015395062	67.4465513640315	6.075672772942964	U	ES	NE	NE	ES	ES
105	BW25113_0116	lpd	lipoamide dehydrogenase (NADH)%3B component of 2-oxodehydrogenase and pyruvate complexes%3B L-protein of glycine cleavage complex	17	1422	270	270	270	0.0	0.0	E	0.011954992967651195	2.3362554118965555	0.0	inf	inf	ES	ES	NE	NE	ES	ES
106	BW25113_0117	yacH	putative membrane protein	465	1851	26	26	26	1.0	1.0	NE	0.25121555915721233	0.0001766919130479368	3.461291040663548	5.1047979199710405e-05	-14.257786623152747	NE	NE	NE	NE	U	NE
107	BW25113_0118	acnB	aconitate hydrase B	288	2595	70	70	70	0.04897	0.39025	NE	0.11098265895953757	0.04599938810611841	2.596678473765447	0.017714703060411875	-5.8189089070371915	U	U	NE	NE	U	NE
108	BW25113_0119	yacL	-	98	360	17	17	17	1.0	1.0	NE	0.2722222222222222	7.680214595758096e-05	3.0211055995311886	2.5421867401622445e-05	-15.263570464860724	NE	NE	NE	NE	U	NE
109	BW25113_0120	speD	-	204	792	20	20	20	1.0	1.0	NE	0.25757575757575757	0.00013729704220571707	3.329402159112236	4.123774649149818e-05	-14.565674978160722	NE	NE	NE	NE	U	NE
110	BW25113_0121	speE	spermidine synthase %3D putrescine aminopropyltransferase	206	864	23	23	23	1.0	1.0	NE	0.23842592592592593	0.00029344064229856824	3.7169496077848057	7.894662916171478e-05	-13.628762806774322	NE	NE	NE	NE	U	NE
111	BW25113_0122	yacC	-	67	345	31	31	31	1.0	1.0	NE	0.19420289855072465	0.0016953890638914395	4.346561293847833	0.00039005295204075705	-11.324042387726047	U	NE	NE	NE	U	NE
112	BW25113_0123	cueO	-	372	1548	39	39	39	1.0	1.0	NE	0.24031007751937986	0.0002723111569301738	3.6803781721702595	7.398999347113188e-05	-13.722310302961844	NE	NE	NE	NE	U	NE
113	BW25113_0124	gcd	-	591	2388	74	74	74	0.01905	0.16295	NE	0.24748743718592964	0.00020484916746853985	3.5374029047897317	5.7909481329132446e-05	-14.075840899163962	NE	NE	NE	NE	U	NE
114	BW25113_0125	hpt	-	120	534	24	24	24	1.0	1.0	NE	0.2247191011235955	0.0005053853353847561	3.96637366226533	0.00012741747964716804	-12.938149173615624	NE	NE	NE	NE	U	NE
115	BW25113_0126	can	putative carbonic anhdrase	9	660	252	252	252	0.0	0.0	E	0.013636363636363636	2.185538326129167	0.0	inf	inf	ES	ES	ES	ES	ES	ES
116	BW25113_0127	yadG	putative ATP-binding component of a transport system	162	924	100	100	100	4e-05	0.00043	E	0.17532467532467533	0.0035846764255117436	4.382951407462316	0.0008178681651383479	-10.255844070403915	U	NE	NE	NE	U	NE
117	BW25113_0128	yadH	-	194	768	17	17	17	1.0	1.0	NE	0.2526041666666667	0.00016722364057503776	3.4326893231120175	4.871505249517765e-05	-14.325272853982272	NE	NE	NE	NE	U	NE
118	BW25113_0129	yadI	putative PTS enzyme II B component	113	438	20	20	20	1.0	1.0	NE	0.2579908675799087	0.00013505505416001979	3.320726248316536	4.067033656522781e-05	-14.585663544640555	NE	NE	NE	NE	U	NE
119	BW25113_0130	yadE	conserved hypothetical protein	297	1227	31	31	31	1.0	1.0	NE	0.24205378973105135	0.00025411464690385763	3.646146068103092	6.969403917382301e-05	-13.808605204600106	NE	NE	NE	NE	U	NE
120	BW25113_0131	panD	-	80	378	38	38	38	1.0	1.0	NE	0.21164021164021163	0.0008490020042005422	4.1663819986759405	0.00020377440294009326	-12.260739540365098	NE	NE	NE	NE	U	NE
121	BW25113_0132	yadD	-	207	900	32	32	32	1.0	1.0	NE	0.23	0.00040988144748947816	3.8741994796381447	0.0001057977137325313	-13.206403928112422	NE	NE	NE	NE	U	NE
122	BW25113_0133	panC	-	161	849	23	23	23	1.0	1.0	NE	0.1896348645465253	0.0020321442576917404	4.372604451560164	0.0004647445887694375	-11.071274312255033	U	NE	NE	NE	U	NE
123	BW25113_0134	panB	-	191	792	43	43	43	1.0	1.0	NE	0.24116161616161616	0.00026326767521419426	3.6637055351995387	7.185830648364478e-05	-13.764485539325477	NE	NE	NE	NE	U	NE
124	BW25113_0135	yadC	putative fimbrial-like protein	606	1236	20	20	20	1.0	1.0	NE	0.49029126213592233	1.3461619950686686e-08	0.3427569717490577	3.927453286214212e-08	-24.60183064313332	NE	NE	NE	NE	U	NE
125	BW25113_0136	yadK	putative fimbrial protein	285	594	19	19	19	1.0	1.0	NE	0.4797979797979798	2.0410135372905258e-08	0.38799451826680437	5.2604184884050945e-08	-24.180247182560297	NE	NE	NE	NE	U	NE
126	BW25113_0137	yadL	putative fimbrial protein	334	603	21	21	21	1.0	1.0	NE	0.5538971807628524	1.080126542327277e-09	0.15774124251263544	6.84745805930086e-09	-27.121784329539576	NE	NE	NE	NE	U	NE
