locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
SAOUHSC_00025,SAOUHSC_00025,0,31005,33323,1,575,0.0366537300560586,2319,85,conserved hypothetical protein
SAOUHSC_00026,SAOUHSC_00026,0,33555,34034,-1,28,0.01875,480,9,conserved hypothetical protein
SAOUHSC_00027,SAOUHSC_00027,0,33691,34170,1,30,0.01875,480,9,conserved hypothetical protein
SAOUHSC_00028,SAOUHSC_00028,0,34375,34509,-1,35,0.0666666666666667,135,9,hypothetical protein
SAOUHSC_00029,SAOUHSC_00029,0,34473,34565,1,46,0.043010752688172,93,4,conserved hypothetical protein
SAOUHSC_00030,SAOUHSC_00030,0,34712,36457,1,1533,0.0824742268041237,1746,144,conserved hypothetical protein
SAOUHSC_00031,SAOUHSC_00031,0,36551,37003,-1,63,0.033112582781457,453,15,conserved hypothetical protein
SAOUHSC_00032,SAOUHSC_00032,0,37019,37120,-1,44,0.0980392156862745,102,10,conserved hypothetical protein
SAOUHSC_00033,SAOUHSC_00033,0,37218,37973,-1,479,0.0912698412698413,756,69,conserved hypothetical protein
SAOUHSC_00034,SAOUHSC_00034,0,37973,38233,-1,28,0.0344827586206897,261,9,conserved hypothetical protein
SAOUHSC_00035,SAOUHSC_00035,0,38370,39437,1,374,0.052434456928839,1068,56,conserved hypothetical protein
SAOUHSC_00036,SAOUHSC_00036,0,39468,40802,1,792,0.0464419475655431,1335,62,conserved hypothetical protein
SAOUHSC_00037,SAOUHSC_00037,0,40821,42014,1,733,0.0711892797319933,1194,85,conserved hypothetical protein
SAOUHSC_00038,SAOUHSC_00038,0,42281,42382,-1,15,0.0588235294117647,102,6,conserved hypothetical protein
SAOUHSC_00039,SAOUHSC_00039,0,42681,43613,-1,180,0.030010718113612,933,28,conserved hypothetical protein
SAOUHSC_00040,SAOUHSC_00040,0,43976,44179,1,60,0.0637254901960784,204,13,conserved hypothetical protein
SAOUHSC_00041,SAOUHSC_00041,0,44228,44524,1,96,0.0505050505050505,297,15,conserved hypothetical protein
SAOUHSC_00042,SAOUHSC_00042,0,44596,45816,-1,709,0.0753480753480753,1221,92,conserved hypothetical protein
SAOUHSC_00043,SAOUHSC_00043,0,45809,46360,-1,129,0.0416666666666667,552,23,conserved hypothetical protein
SAOUHSC_00044,SAOUHSC_00044,0,46473,47333,1,481,0.0638792102206736,861,55,conserved hypothetical protein
SAOUHSC_00045,SAOUHSC_00045,0,47689,48222,-1,373,0.0749063670411985,534,40,conserved hypothetical protein
SAOUHSC_00046,SAOUHSC_00046,0,48313,49056,1,571,0.0766129032258065,744,57,conserved hypothetical protein
SAOUHSC_00047,SAOUHSC_00047,0,49490,50092,1,432,0.066334991708126,603,40,conserved hypothetical protein
SAOUHSC_00049,SAOUHSC_00049,0,50359,53511,1,1330,0.0558198541071995,3153,176,conserved hypothetical protein
SAOUHSC_00050,SAOUHSC_00050,0,53568,54050,1,162,0.0538302277432712,483,26,conserved hypothetical protein
SAOUHSC_00051,SAOUHSC_00051,0,54255,55241,1,454,0.0526849037487335,987,52,1-phosphatidylinositol phosphodiesterase precursor, putative
SAOUHSC_00052,SAOUHSC_00052,0,55462,56232,1,360,0.0648508430609598,771,50,conserved hypothetical protein
SAOUHSC_00053,SAOUHSC_00053,0,56284,57054,1,437,0.059662775616083,771,46,conserved hypothetical protein
SAOUHSC_00054,SAOUHSC_00054,0,57118,57888,1,349,0.0622568093385214,771,48,conserved hypothetical protein
SAOUHSC_00055,SAOUHSC_00055,0,57955,58722,1,569,0.0572916666666667,768,44,conserved hypothetical protein
SAOUHSC_00056,SAOUHSC_00056,0,58855,61053,1,1292,0.0472942246475671,2199,104,conserved hypothetical protein
SAOUHSC_00057,SAOUHSC_00057,0,61204,62382,1,493,0.0432569974554707,1179,51,conserved hypothetical protein
SAOUHSC_00058,SAOUHSC_00058,0,62384,63772,1,448,0.0496760259179266,1389,69,conserved hypothetical protein
SAOUHSC_00060,SAOUHSC_00060,0,64265,65926,-1,436,0.0439229843561974,1662,73,conserved hypothetical protein
SAOUHSC_00061,SAOUHSC_00061,0,66252,68027,-1,608,0.0461711711711712,1776,82,conserved hypothetical protein
SAOUHSC_00062,SAOUHSC_00062,0,68201,69073,-1,603,0.0675830469644903,873,59,conserved hypothetical protein
SAOUHSC_00064,SAOUHSC_00064,0,69186,70583,1,1229,0.0793991416309013,1398,111,conserved hypothetical protein
SAOUHSC_00065,SAOUHSC_00065,0,70773,71246,1,414,0.0843881856540084,474,40,conserved hypothetical protein
SAOUHSC_00067,SAOUHSC_00067,0,71508,73100,1,578,0.0533584431889517,1593,85,L-lactate permease
SAOUHSC_00069,SAOUHSC_00069,0,73429,74979,-1,291,0.0315925209542231,1551,49,protein A
SAOUHSC_00070,SAOUHSC_00070,0,75400,76152,-1,684,0.0610889774236388,753,46,staphylococcal accessory regulator-like protein
SAOUHSC_00071,SAOUHSC_00071,0,76521,77435,-1,525,0.0721311475409836,915,66,lipoprotein, SirC, putative
SAOUHSC_00072,SAOUHSC_00072,0,77516,78511,-1,433,0.0572289156626506,996,57,lipoprotein, SirB, putative
SAOUHSC_00074,SAOUHSC_00074,0,78527,79519,-1,220,0.0372608257804632,993,37,periplasmic binding protein, putative
SAOUHSC_00075,SAOUHSC_00075,0,79885,80730,1,224,0.041371158392435,846,35,conserved hypothetical protein
SAOUHSC_00076,SAOUHSC_00076,0,80727,81737,1,379,0.0435212660731949,1011,44,ornithine cyclodeaminase, putative
SAOUHSC_00077,SAOUHSC_00077,0,81758,83512,1,480,0.0427350427350427,1755,75,conserved hypothetical protein
SAOUHSC_00078,SAOUHSC_00078,0,83505,84761,1,450,0.050914876690533,1257,64,conserved hypothetical protein
SAOUHSC_00079,SAOUHSC_00079,0,84751,86487,1,681,0.0466321243523316,1737,81,conserved hypothetical protein
SAOUHSC_00080,SAOUHSC_00080,0,86396,88246,1,510,0.0426796326310103,1851,79,conserved hypothetical protein
SAOUHSC_00081,SAOUHSC_00081,0,88221,88997,1,227,0.0398970398970399,777,31,conserved hypothetical protein
SAOUHSC_00082,SAOUHSC_00082,0,88997,90199,1,365,0.0448877805486284,1203,54,conserved hypothetical protein
SAOUHSC_00083,SAOUHSC_00083,0,90203,90967,1,309,0.0470588235294118,765,36,conserved hypothetical protein
SAOUHSC_A00084,SAOUHSC_A00084,0,90905,91096,-1,92,0.046875,192,9,hypothetical protein
SAOUHSC_00084,SAOUHSC_00084,0,91163,91570,1,89,0.0441176470588235,408,18,conserved hypothetical protein
SAOUHSC_00085,SAOUHSC_00085,0,91620,92246,1,338,0.0781499202551834,627,49,conserved hypothetical protein
SAOUHSC_00086,SAOUHSC_00086,0,92458,93234,1,158,0.0308880308880309,777,24,3-ketoacyl-acyl carrier protein reductase, putative
SAOUHSC_00087,SAOUHSC_00087,0,93378,93500,1,26,0.0487804878048781,123,6,conserved hypothetical protein
SAOUHSC_00088,SAOUHSC_00088,0,93570,94550,1,503,0.0632008154943935,981,62,conserved hypothetical protein
SAOUHSC_00089,SAOUHSC_00089,0,94513,95205,1,271,0.0461760461760462,693,32,conserved hypothetical protein
SAOUHSC_00090,SAOUHSC_00090,0,95415,96581,1,501,0.0565552699228792,1167,66,conserved hypothetical protein
SAOUHSC_00091,SAOUHSC_00091,0,96562,97800,1,737,0.0726392251815981,1239,90,conserved hypothetical protein
SAOUHSC_00092,SAOUHSC_00092,0,97790,99220,1,1002,0.0712788259958071,1431,102,conserved hypothetical protein
SAOUHSC_00093,SAOUHSC_00093,0,99488,100087,1,391,0.045,600,27,superoxide dismutase, putative
SAOUHSC_00094,SAOUHSC_00094,0,100455,101054,1,210,0.06,600,36,conserved hypothetical protein
SAOUHSC_00096,SAOUHSC_00096,0,101370,102125,-1,330,0.0555555555555556,756,42,transcriptional regulator, GntR family, putative
SAOUHSC_A00097,SAOUHSC_A00097,0,102228,102452,-1,66,0.0622222222222222,225,14,hypothetical protein
SAOUHSC_00097,SAOUHSC_00097,0,102361,103068,1,292,0.0423728813559322,708,30,purine nucleoside phosphorylase
SAOUHSC_00099,SAOUHSC_00099,0,103075,104427,1,1081,0.073909830007391,1353,100,conserved hypothetical protein
SAOUHSC_00100,SAOUHSC_00100,0,104508,105170,1,265,0.0437405731523379,663,29,deoxyribose-phosphate aldolase
SAOUHSC_00101,SAOUHSC_00101,0,105198,106376,1,314,0.0517387616624258,1179,61,phosphopentomutase
SAOUHSC_00102,SAOUHSC_00102,0,106507,107322,-1,499,0.0637254901960784,816,52,phosphonates ABC transporter, permease protein CC0363, putative
SAOUHSC_00103,SAOUHSC_00103,0,107319,108119,-1,423,0.0561797752808989,801,45,phosphonates ABC transporter, permease protein CC0363, putative
SAOUHSC_00104,SAOUHSC_00104,0,108121,108894,-1,316,0.0516795865633075,774,40,amino acid ABC transporter, ATP-binding protein, putative
SAOUHSC_00105,SAOUHSC_00105,0,109108,110064,-1,383,0.0407523510971787,957,39,phosphonate ABC transporter, substrate-binding protein, putative
SAOUHSC_00106,SAOUHSC_00106,0,110293,111837,1,416,0.0453074433656958,1545,70,conserved hypothetical protein
SAOUHSC_00107,SAOUHSC_00107,0,111888,113423,1,646,0.04296875,1536,66,conserved hypothetical protein
SAOUHSC_00108,SAOUHSC_00108,0,113507,113710,1,101,0.0686274509803922,204,14,conserved hypothetical protein
SAOUHSC_00109,SAOUHSC_00109,0,114083,114568,1,177,0.0493827160493827,486,24,replication initiation protein, putative
SAOUHSC_00110,SAOUHSC_00110,0,114553,114843,1,74,0.0412371134020619,291,12,truncated replication initiation protein, putative
SAOUHSC_00111,SAOUHSC_00111,0,114927,115214,1,77,0.0520833333333333,288,15,hypothetical protein
SAOUHSC_00112,SAOUHSC_00112,0,115867,116088,1,67,0.0765765765765766,222,17,transposase, IS200 family, putative
SAOUHSC_00113,SAOUHSC_00113,0,116538,119147,1,854,0.0444444444444444,2610,116,alcohol dehydrogenase, iron-containing, putative
SAOUHSC_00114,SAOUHSC_00114,0,119492,120160,1,420,0.0597907324364723,669,40,capsular polysaccharide biosynthesis protein, putative
SAOUHSC_00115,SAOUHSC_00115,0,120176,120862,1,272,0.0640465793304221,687,44,capsular polysaccharide synthesis enzyme Cap5B
SAOUHSC_00116,SAOUHSC_00116,0,120865,121629,1,334,0.0562091503267974,765,43,capsular polysaccharide synthesis enzyme Cap8C
SAOUHSC_00117,SAOUHSC_00117,0,121649,123472,1,665,0.0493421052631579,1824,90,capsular polysaccharide biosynthesis protein Cap5D, putative
SAOUHSC_00118,SAOUHSC_00118,0,123462,124490,1,329,0.0466472303206997,1029,48,capsular polysaccharide biosynthesis protein Cap5E, putative
SAOUHSC_00119,SAOUHSC_00119,0,124503,125612,1,498,0.0675675675675676,1110,75,capsular polysaccharide synthesis enzyme Cap8F
SAOUHSC_00120,SAOUHSC_00120,0,125616,126740,1,340,0.0444444444444444,1125,50,UDP-N-acetylglucosamine 2-epimerase
SAOUHSC_00121,SAOUHSC_00121,0,126743,127369,1,262,0.0462519936204147,627,29,capsular polysaccharide synthesis enzyme O-acetyl transferase Cap5H, putative
SAOUHSC_00122,SAOUHSC_00122,0,127374,128483,1,481,0.0585585585585586,1110,65,capsular polysaccharide biosynthesis protein Cap5I, putative
SAOUHSC_00123,SAOUHSC_00123,0,128497,129663,1,1003,0.0908311910882605,1167,106,capsular polysaccharide biosynthesis protein Cap5J, putative
SAOUHSC_00124,SAOUHSC_00124,0,129656,130861,1,935,0.0895522388059701,1206,108,capsular polysaccharide biosynthesis protein Cap5K, putative
SAOUHSC_00125,SAOUHSC_00125,0,130862,132067,1,526,0.0497512437810945,1206,60,cap5L protein/glycosyltransferase, putative
SAOUHSC_00126,SAOUHSC_00126,0,132078,132635,1,578,0.0645161290322581,558,36,capsular polysaccharide biosynthesis protein Cap8M
SAOUHSC_00127,SAOUHSC_00127,0,132635,133522,1,518,0.0585585585585586,888,52,cap5N protein/UDP-glucose 4-epimerase, putative
SAOUHSC_00128,SAOUHSC_00128,0,133576,134838,1,761,0.0570071258907363,1263,72,cap5O protein/UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase
SAOUHSC_00129,SAOUHSC_00129,0,134915,136060,1,322,0.0427574171029668,1146,49,UDP-N-acetylglucosamine 2-epimerase
SAOUHSC_00130,SAOUHSC_00130,0,136125,136451,-1,121,0.0611620795107034,327,20,conserved hypothetical protein
SAOUHSC_00131,SAOUHSC_00131,0,136458,136841,-1,93,0.0520833333333333,384,20,conserved hypothetical protein
SAOUHSC_00132,SAOUHSC_00132,0,137268,138755,1,340,0.0389784946236559,1488,58,aldehyde dehydrogenase, putative
SAOUHSC_00133,SAOUHSC_00133,0,139401,140360,1,307,0.053125,960,51,conserved hypothetical protein
SAOUHSC_00134,SAOUHSC_00134,0,140422,140625,-1,57,0.0637254901960784,204,13,conserved hypothetical protein
SAOUHSC_00135,SAOUHSC_00135,0,140804,141316,1,503,0.064327485380117,513,33,conserved hypothetical protein
SAOUHSC_00136,SAOUHSC_00136,0,141658,142398,1,145,0.0418353576248313,741,31,conserved hypothetical protein
SAOUHSC_00137,SAOUHSC_00137,0,142412,143386,1,186,0.04,975,39,conserved hypothetical protein
SAOUHSC_00138,SAOUHSC_00138,0,143383,144144,1,219,0.047244094488189,762,36,conserved hypothetical protein
SAOUHSC_00139,SAOUHSC_00139,0,144157,145188,1,299,0.0377906976744186,1032,39,conserved hypothetical protein
SAOUHSC_00141,SAOUHSC_00141,0,145405,145764,1,305,0.0694444444444444,360,25,conserved hypothetical protein
SAOUHSC_00142,SAOUHSC_00142,0,145937,146962,1,308,0.0458089668615984,1026,47,formate dehydrogenase, NAD-dependent, putative
SAOUHSC_00143,SAOUHSC_00143,0,147348,148598,1,683,0.0671462829736211,1251,84,conserved hypothetical protein
SAOUHSC_00144,SAOUHSC_00144,0,149045,156220,1,3436,0.0557413600891862,7176,400,conserved hypothetical protein
SAOUHSC_00145,SAOUHSC_00145,0,156233,156877,1,600,0.0604651162790698,645,39,conserved hypothetical protein
SAOUHSC_00146,SAOUHSC_00146,0,157205,157684,-1,144,0.0479166666666667,480,23,conserved hypothetical protein
SAOUHSC_00147,SAOUHSC_00147,0,157954,158718,-1,270,0.0549019607843137,765,42,acetylglutamate kinase, putative
SAOUHSC_00148,SAOUHSC_00148,0,158734,159975,-1,439,0.0458937198067633,1242,57,glutamate N-acetyltransferase/amino-acid acetyltransferase
SAOUHSC_00149,SAOUHSC_00149,0,159987,161018,-1,540,0.0571705426356589,1032,59,N-acetylglutamate gamma-semialdehyde dehydrogenase, putative
SAOUHSC_00150,SAOUHSC_00150,0,161057,162241,-1,418,0.0481012658227848,1185,57,ornithine aminotransferase, putative
SAOUHSC_00151,SAOUHSC_00151,0,162494,163849,-1,464,0.0523598820058997,1356,71,branched-chain amino acid transport system II carrier protein
SAOUHSC_00152,SAOUHSC_00152,0,164125,164622,-1,180,0.0401606425702811,498,20,conserved hypothetical protein
SAOUHSC_00153,SAOUHSC_00153,0,164749,166389,-1,837,0.0469226081657526,1641,77,indolepyruvate decarboxylase, putative
SAOUHSC_00154,SAOUHSC_00154,0,166583,166684,1,49,0.0980392156862745,102,10,conserved hypothetical protein
SAOUHSC_00155,SAOUHSC_00155,0,166663,168660,-1,673,0.0510510510510511,1998,102,PTS system, glucose-specific component
SAOUHSC_00156,SAOUHSC_00156,0,169309,170349,1,201,0.0345821325648415,1041,36,conserved hypothetical protein
SAOUHSC_00157,SAOUHSC_00157,0,170349,171245,1,261,0.0379041248606466,897,34,conserved hypothetical protein
SAOUHSC_00158,SAOUHSC_00158,0,171257,172711,1,654,0.0639175257731959,1455,93,PTS system component
SAOUHSC_00160,SAOUHSC_00160,0,172714,173589,1,310,0.0559360730593607,876,49,conserved hypothetical protein
SAOUHSC_00161,SAOUHSC_00161,0,173783,174064,-1,226,0.0921985815602837,282,26,conserved hypothetical protein
SAOUHSC_00162,SAOUHSC_00162,0,174277,177066,1,1146,0.0462365591397849,2790,129,type I site-specific deoxyribonuclease, HsdR family, putative
SAOUHSC_00163,SAOUHSC_00163,0,177271,178113,1,280,0.0604982206405694,843,51,conserved hypothetical protein
SAOUHSC_00164,SAOUHSC_00164,0,178115,179038,1,394,0.0649350649350649,924,60,conserved hypothetical protein
SAOUHSC_00166,SAOUHSC_00166,0,179025,180137,1,646,0.0673854447439353,1113,75,conserved hypothetical protein
SAOUHSC_00167,SAOUHSC_00167,0,180402,181994,-1,446,0.0395480225988701,1593,63,peptide ABC transporter, ATP-binding protein, putative
SAOUHSC_00168,SAOUHSC_00168,0,181951,183429,1,709,0.0567951318458418,1479,84,conserved hypothetical protein
SAOUHSC_00169,SAOUHSC_00169,0,183435,184598,1,500,0.063573883161512,1164,74,peptide ABC transporter, permease protein, putative
SAOUHSC_00170,SAOUHSC_00170,0,184615,186390,1,709,0.053490990990991,1776,95,conserved hypothetical protein
SAOUHSC_00171,SAOUHSC_00171,0,186428,188434,1,757,0.0548081714000997,2007,110,gamma-glutamyltranspeptidase, putative
SAOUHSC_00172,SAOUHSC_00172,0,188732,189505,-1,314,0.0503875968992248,774,39,conserved hypothetical protein
SAOUHSC_00173,SAOUHSC_00173,0,189695,190321,-1,528,0.0558213716108453,627,35,acyl carrier phosphodiesterase
SAOUHSC_00174,SAOUHSC_00174,0,190530,191108,1,201,0.0483592400690846,579,28,M23/M37 peptidase domain protein
SAOUHSC_00175,SAOUHSC_00175,0,191491,192588,1,346,0.0455373406193078,1098,50,multiple sugar-binding transport ATP-binding protein, putative
SAOUHSC_00176,SAOUHSC_00176,0,192601,193872,1,338,0.0471698113207547,1272,60,bacterial extracellular solute-binding protein, putative
SAOUHSC_00177,SAOUHSC_00177,0,193875,195143,1,385,0.0543735224586288,1269,69,maltose ABC transporter, permease protein, putative
SAOUHSC_00178,SAOUHSC_00178,0,195145,195984,1,414,0.0547619047619048,840,46,maltose ABC transporter, permease protein
SAOUHSC_00179,SAOUHSC_00179,0,196058,197134,1,154,0.0306406685236769,1077,33,conserved hypothetical protein
SAOUHSC_00180,SAOUHSC_00180,0,197159,198199,1,276,0.0422670509125841,1041,44,conserved hypothetical protein
SAOUHSC_00181,SAOUHSC_00181,0,198254,199222,1,390,0.0546955624355005,969,53,conserved hypothetical protein
SAOUHSC_00182,SAOUHSC_00182,0,199583,200155,-1,606,0.102966841186736,573,59,conserved hypothetical protein
SAOUHSC_00183,SAOUHSC_00183,0,200310,201689,1,513,0.0536231884057971,1380,74,membrane protein, putative
SAOUHSC_00184,SAOUHSC_00184,0,202048,202806,-1,233,0.0540184453227932,759,41,Response regulator receiver domain protein
SAOUHSC_00185,SAOUHSC_00185,0,202799,204355,-1,980,0.0655105973025048,1557,102,conserved hypothetical protein
SAOUHSC_00186,SAOUHSC_00186,0,204352,205320,-1,283,0.0423116615067079,969,41,lipoprotein, putative
SAOUHSC_00187,SAOUHSC_00187,0,205908,208157,1,828,0.0524444444444444,2250,118,formate acetyltransferase
SAOUHSC_00188,SAOUHSC_00188,0,208180,208935,1,319,0.0489417989417989,756,37,pyruvate formate-lyase 1 activating enzyme, putative
SAOUHSC_00189,SAOUHSC_00189,0,209039,209233,1,50,0.0564102564102564,195,11,conserved hypothetical protein
SAOUHSC_00190,SAOUHSC_00190,0,209271,211034,1,920,0.0674603174603175,1764,119,conserved hypothetical protein
SAOUHSC_00191,SAOUHSC_00191,0,211198,211542,-1,205,0.0463768115942029,345,16,conserved hypothetical protein
SAOUHSC_00192,SAOUHSC_00192,0,211732,213642,1,783,0.0596546310832025,1911,114,coagulase
SAOUHSC_00193,SAOUHSC_00193,0,213824,213931,-1,35,0.0648148148148148,108,7,hypothetical protein
SAOUHSC_00194,SAOUHSC_00194,0,213950,214120,-1,44,0.0526315789473684,171,9,hypothetical protein
SAOUHSC_00195,SAOUHSC_00195,0,214246,215430,-1,483,0.0421940928270042,1185,50,acetyl-CoA acetyltransferase, putative
SAOUHSC_00196,SAOUHSC_00196,0,215460,217721,-1,941,0.0548187444739169,2262,124,conserved hypothetical protein
SAOUHSC_00197,SAOUHSC_00197,0,217907,219118,-1,508,0.0511551155115512,1212,62,conserved hypothetical protein
SAOUHSC_00198,SAOUHSC_00198,0,219230,220735,-1,471,0.0438247011952191,1506,66,conserved hypothetical protein
SAOUHSC_00199,SAOUHSC_00199,0,220761,222338,-1,442,0.041191381495564,1578,65,conserved hypothetical protein
SAOUHSC_00200,SAOUHSC_00200,0,222779,223921,1,446,0.0507436570428696,1143,58,membrane protein, putative
SAOUHSC_00201,SAOUHSC_00201,0,224235,225647,-1,759,0.0679405520169851,1413,96,conserved hypothetical protein
SAOUHSC_00202,SAOUHSC_00202,0,225908,226264,-1,117,0.0560224089635854,357,20,conserved hypothetical protein
SAOUHSC_00203,SAOUHSC_00203,0,226421,226594,-1,61,0.0632183908045977,174,11,conserved hypothetical protein
SAOUHSC_00204,SAOUHSC_00204,0,226620,227765,-1,438,0.0523560209424084,1146,60,Globin domain protein
SAOUHSC_00205,SAOUHSC_00205,0,227920,228027,1,16,0.037037037037037,108,4,hypothetical protein
SAOUHSC_00206,SAOUHSC_00206,0,228482,229291,1,187,0.045679012345679,810,37,L-lactate dehydrogenase
SAOUHSC_00208,SAOUHSC_00208,0,229502,229645,1,32,0.0416666666666667,144,6,hypothetical protein
SAOUHSC_00209,SAOUHSC_00209,0,229611,231140,-1,526,0.0529411764705882,1530,81,PTS system, glucose-specific IIBC component, putative
SAOUHSC_00211,SAOUHSC_00211,0,231502,232437,1,229,0.0438034188034188,936,41,conserved hypothetical protein
SAOUHSC_00212,SAOUHSC_00212,0,232547,232645,1,91,0.0404040404040404,99,4,conserved hypothetical protein
SAOUHSC_00213,SAOUHSC_00213,0,232776,234872,1,602,0.0467334287076776,2097,98,conserved hypothetical protein
SAOUHSC_00214,SAOUHSC_00214,0,234857,235324,1,133,0.0363247863247863,468,17,phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2, putative
SAOUHSC_00215,SAOUHSC_00215,0,235347,235625,1,117,0.0501792114695341,279,14,PTS system component, putative
SAOUHSC_00216,SAOUHSC_00216,0,235852,237111,1,432,0.0563492063492064,1260,71,PTS system component
SAOUHSC_00217,SAOUHSC_00217,0,237129,238184,1,269,0.0482954545454545,1056,51,sorbitol dehydrogenase, putative
SAOUHSC_00218,SAOUHSC_00218,0,238186,238332,1,29,0.054421768707483,147,8,conserved hypothetical protein
SAOUHSC_00219,SAOUHSC_00219,0,238356,239399,1,552,0.053639846743295,1044,56,conserved hypothetical protein
SAOUHSC_00220,SAOUHSC_00220,0,239969,240643,1,254,0.0562962962962963,675,38,conserved hypothetical protein
SAOUHSC_00221,SAOUHSC_00221,0,240636,241661,1,1074,0.0779727095516569,1026,80,alcohol dehydrogenase, zinc-containing
SAOUHSC_A00219,SAOUHSC_A00219,0,241570,241857,-1,380,0.0555555555555556,288,16,hypothetical protein
SAOUHSC_00222,SAOUHSC_00222,0,241836,243377,1,746,0.056420233463035,1542,87,tagB protein, putative
SAOUHSC_00223,SAOUHSC_00223,0,243805,244974,1,7,0.00170940170940171,1170,2,teichoic acid biosynthesis protein F, putative
SAOUHSC_00225,SAOUHSC_00225,0,245250,245966,1,4,0.00278940027894003,717,2,conserved hypothetical protein
SAOUHSC_00226,SAOUHSC_00226,0,245959,246984,1,29,0.00682261208576998,1026,7,conserved hypothetical protein
SAOUHSC_00227,SAOUHSC_00227,0,247006,248694,1,52,0.0088809946714032,1689,15,conserved hypothetical protein
SAOUHSC_00228,SAOUHSC_00228,0,248727,250451,1,907,0.0643478260869565,1725,111,conserved hypothetical protein
SAOUHSC_00229,SAOUHSC_00229,0,250591,251265,1,370,0.0651851851851852,675,44,ScdA protein, putative
SAOUHSC_00230,SAOUHSC_00230,0,251527,253266,1,677,0.0442528735632184,1740,77,two-component sensor histidine kinase, putative
SAOUHSC_00231,SAOUHSC_00231,0,253269,254009,1,383,0.0526315789473684,741,39,two-component response regulator, putative
SAOUHSC_00232,SAOUHSC_00232,0,254122,254565,1,143,0.0608108108108108,444,27,conserved hypothetical protein
SAOUHSC_00233,SAOUHSC_00233,0,254558,255259,1,127,0.0498575498575499,702,35,holin-like protein LrgB, putative
SAOUHSC_00234,SAOUHSC_00234,0,255367,256071,-1,280,0.0524822695035461,705,37,conserved hypothetical protein
SAOUHSC_00235,SAOUHSC_00235,0,256220,257011,1,285,0.0441919191919192,792,35,conserved hypothetical protein
SAOUHSC_00236,SAOUHSC_00236,0,257027,258463,1,453,0.0438413361169102,1437,63,6-phospho-beta-glucosidase, putative
SAOUHSC_00237,SAOUHSC_00237,0,258896,259657,-1,283,0.0406824146981627,762,31,conserved hypothetical protein
SAOUHSC_00238,SAOUHSC_00238,0,259676,259810,1,88,0.111111111111111,135,15,hypothetical protein
SAOUHSC_00239,SAOUHSC_00239,0,259908,260822,-1,457,0.0524590163934426,915,48,ribokinase, putative
