SAOUHSC_00527-rpsL,SAOUHSC_00579,SAOUHSC_00769-secA,,,,
SAOUHSC_00528,SAOUHSC_00611-argS,SAOUHSC_00771,,,,
SAOUHSC_00529-fusA,SAOUHSC_00620,SAOUHSC_00778,,,,
SAOUHSC_00530-tuf,SAOUHSC_00640-tarA,SAOUHSC_00785,,,,
SAOUHSC_00549,SAOUHSC_00641-tarB,SAOUHSC_00788,,,,
SAOUHSC_00573,SAOUHSC_00642-tarG,SAOUHSC_00795,,,,
SAOUHSC_00574-eutD,SAOUHSC_00643-tarH,SAOUHSC_00796-pgk,,,,
SAOUHSC_00577,SAOUHSC_00645-tarD,SAOUHSC_00797-tpiA,,,,
SAOUHSC_00578,SAOUHSC_00728-ltaS,SAOUHSC_00798,,,,
SAOUHSC_00579,SAOUHSC_00741-nrdI,SAOUHSC_00799-eno,,,,
SAOUHSC_00610,SAOUHSC_00742,SAOUHSC_00804-smpB,,,,
SAOUHSC_00611-argS,SAOUHSC_00743-nrdF,SAOUHSC_00832,,,,
SAOUHSC_00640-tarA,SAOUHSC_00752-murB,SAOUHSC_00848,,,,
SAOUHSC_00641-tarB,SAOUHSC_00760-gdpS,SAOUHSC_00849,,,,
SAOUHSC_00642-tarG,SAOUHSC_00762-tarO,SAOUHSC_00850,,,,
SAOUHSC_00643-tarH,SAOUHSC_00769-secA,SAOUHSC_00851,,,,
SAOUHSC_00680,SAOUHSC_00771,SAOUHSC_00868,,,,
SAOUHSC_00728-ltaS,SAOUHSC_00781,SAOUHSC_00869-dltA,,,,
SAOUHSC_00735,SAOUHSC_00785,SAOUHSC_00870-dltB,,,,
SAOUHSC_00741-nrdI,SAOUHSC_00788,SAOUHSC_00871-dltC,,,,
SAOUHSC_00742,SAOUHSC_00790-clpP,SAOUHSC_00872-dltD,,,,
SAOUHSC_00743-nrdF,SAOUHSC_00793,SAOUHSC_00884,,,,
SAOUHSC_00752-murB,SAOUHSC_00795,SAOUHSC_00885,,,,
SAOUHSC_00762-tarO,SAOUHSC_00796-pgk,SAOUHSC_00886,,,,
SAOUHSC_00769-secA,SAOUHSC_00797-tpiA,SAOUHSC_00887,,,,
SAOUHSC_00771,SAOUHSC_00798,SAOUHSC_00888,,,,
SAOUHSC_00778,SAOUHSC_00799-eno,SAOUHSC_00889,,,,
SAOUHSC_00781,SAOUHSC_00803,SAOUHSC_00900-pgi,,,,
SAOUHSC_00785,SAOUHSC_00804-smpB,SAOUHSC_00903,,,,
SAOUHSC_00786,SAOUHSC_00847,SAOUHSC_00904,,,,
SAOUHSC_00790-clpP,SAOUHSC_00848,SAOUHSC_00905,,,,
SAOUHSC_00794,SAOUHSC_00849,SAOUHSC_00921,,,,
SAOUHSC_00795,SAOUHSC_00850,SAOUHSC_00933,,,,
SAOUHSC_00796-pgk,SAOUHSC_00851,SAOUHSC_00943-ppnK,,,,
SAOUHSC_00797-tpiA,SAOUHSC_00868,SAOUHSC_00947,,,,
SAOUHSC_00799-eno,SAOUHSC_00869-dltA,SAOUHSC_00953-ypfP,,,,
SAOUHSC_00804-smpB,SAOUHSC_00870-dltB,SAOUHSC_00980-menA,,,,
SAOUHSC_00819,SAOUHSC_00871-dltC,SAOUHSC_00981,,,,
SAOUHSC_00847,SAOUHSC_00872-dltD,SAOUHSC_00982-menF,,,,
SAOUHSC_00848,SAOUHSC_00881,SAOUHSC_00983-menD,,,,
SAOUHSC_00849,SAOUHSC_00892,SAOUHSC_00985,,,,
SAOUHSC_00850,SAOUHSC_00900-pgi,SAOUHSC_01000,,,,
SAOUHSC_00851,SAOUHSC_00903,SAOUHSC_01002,,,,
SAOUHSC_00857,SAOUHSC_00920,SAOUHSC_01035,,,,
SAOUHSC_00867,SAOUHSC_00921,SAOUHSC_01036,,,,
SAOUHSC_00868,SAOUHSC_00922,SAOUHSC_01040,,,,
SAOUHSC_00869-dltA,SAOUHSC_00933,SAOUHSC_01041,,,,
SAOUHSC_00870-dltB,SAOUHSC_00934-spxA,SAOUHSC_01042,,,,
SAOUHSC_00871-dltC,SAOUHSC_00943-ppnK,SAOUHSC_01043,,,,
SAOUHSC_00872-dltD,SAOUHSC_00947,SAOUHSC_01063-ftsW,,,,
SAOUHSC_00884,SAOUHSC_00954,SAOUHSC_01075-coaD,,,,
SAOUHSC_00885,SAOUHSC_00957,SAOUHSC_01077,,,,
SAOUHSC_00886,SAOUHSC_00980-menA,SAOUHSC_01078,,,,
SAOUHSC_00887,SAOUHSC_00998,SAOUHSC_01092-pheS,,,,
SAOUHSC_00888,SAOUHSC_01028,SAOUHSC_01093-pheT,,,,
SAOUHSC_00889,SAOUHSC_01035,SAOUHSC_01142,,,,
SAOUHSC_00896,SAOUHSC_01036,SAOUHSC_01143-mraW,,,,
SAOUHSC_00900-pgi,SAOUHSC_01038-def,SAOUHSC_01144-ftsL,,,,
SAOUHSC_00920,SAOUHSC_01040,SAOUHSC_01145,,,,
SAOUHSC_00921,SAOUHSC_01050-1050,SAOUHSC_01146-mraY,,,,
SAOUHSC_00933,SAOUHSC_01063-ftsW,SAOUHSC_01147-murD,,,,
SAOUHSC_00934-spxA,SAOUHSC_01075-coaD,SAOUHSC_01148-div1B,,,,
SAOUHSC_00938,SAOUHSC_01077,SAOUHSC_01149,,,,
SAOUHSC_00939,SAOUHSC_01078,SAOUHSC_01150-ftsZ,,,,
SAOUHSC_00943-ppnK,SAOUHSC_01092-pheS,SAOUHSC_01158,,,,
SAOUHSC_00947,SAOUHSC_01093-pheT,SAOUHSC_01159-ileS,,,,
SAOUHSC_00954,SAOUHSC_01100,SAOUHSC_01163,,,,
SAOUHSC_00957,SAOUHSC_01106,SAOUHSC_01166-pyrB,,,,
SAOUHSC_00980-menA,SAOUHSC_01119,SAOUHSC_01168-pyrC,,,,
SAOUHSC_00981,SAOUHSC_01144-ftsL,SAOUHSC_01169,,,,
SAOUHSC_00985,SAOUHSC_01145,SAOUHSC_01170-carB,,,,
SAOUHSC_01003,SAOUHSC_01146-mraY,SAOUHSC_01171,,,,
SAOUHSC_01023,SAOUHSC_01147-murD,SAOUHSC_01172-pyrE,,,,
SAOUHSC_01028,SAOUHSC_01148-div1B,SAOUHSC_01178,,,,
SAOUHSC_01035,SAOUHSC_01149,SAOUHSC_01179,,,,
SAOUHSC_01036,SAOUHSC_01150-ftsZ,SAOUHSC_01183,,,,
SAOUHSC_01063-ftsW,SAOUHSC_01154-sepF,SAOUHSC_01188,,,,
SAOUHSC_01075-coaD,SAOUHSC_01159-ileS,SAOUHSC_01189,,,,
SAOUHSC_01092-pheS,SAOUHSC_01176-gmk,SAOUHSC_01190,,,,
SAOUHSC_01093-pheT,SAOUHSC_01178,SAOUHSC_01194,,,,
SAOUHSC_01106,SAOUHSC_01179,SAOUHSC_01197,,,,
SAOUHSC_01118,SAOUHSC_01183,SAOUHSC_01198,,,,
SAOUHSC_01142,SAOUHSC_01188,SAOUHSC_01199,,,,
SAOUHSC_01143-mraW,SAOUHSC_01189,SAOUHSC_01200,,,,
SAOUHSC_01144-ftsL,SAOUHSC_01190,SAOUHSC_01201-acpP,,,,
SAOUHSC_01145,SAOUHSC_01191-rpmB,SAOUHSC_01205,,,,
SAOUHSC_01146-mraY,SAOUHSC_01197,SAOUHSC_01207,,,,
SAOUHSC_01147-murD,SAOUHSC_01198,SAOUHSC_01209-rimM,,,,
SAOUHSC_01148-div1B,SAOUHSC_01199,SAOUHSC_01210-trmD,,,,
SAOUHSC_01149,SAOUHSC_01201-acpP,SAOUHSC_01211-rplS,,,,
SAOUHSC_01150-ftsZ,SAOUHSC_01205,SAOUHSC_01216-sucC,,,,
SAOUHSC_01154-sepF,SAOUHSC_01207,SAOUHSC_01218,,,,
SAOUHSC_01158,SAOUHSC_01208-rpsP,SAOUHSC_01222,,,,
SAOUHSC_01159-ileS,SAOUHSC_01209-rimM,SAOUHSC_01228-codY,,,,
SAOUHSC_01176-gmk,SAOUHSC_01210-trmD,SAOUHSC_01230,,,,
SAOUHSC_01178,SAOUHSC_01211-rplS,SAOUHSC_01234-tsf,,,,
SAOUHSC_01179,SAOUHSC_01214-rbgA,SAOUHSC_01235-pyrH,,,,
SAOUHSC_01183,SAOUHSC_01216-sucC,SAOUHSC_01236-frr,,,,
SAOUHSC_01189,SAOUHSC_01222,SAOUHSC_01238,,,,
SAOUHSC_01190,SAOUHSC_01232,SAOUHSC_01239,,,,
SAOUHSC_01191-rpmB,SAOUHSC_01234-tsf,SAOUHSC_01240,,,,
SAOUHSC_01196,SAOUHSC_01235-pyrH,SAOUHSC_01241-polC,,,,
SAOUHSC_01197,SAOUHSC_01236-frr,SAOUHSC_01243-nusA,,,,
SAOUHSC_01198,SAOUHSC_01237,SAOUHSC_01244,,,,
SAOUHSC_01199,SAOUHSC_01238,SAOUHSC_01245,,,,
SAOUHSC_01200,SAOUHSC_01240,SAOUHSC_01246-infB,,,,
SAOUHSC_01201-acpP,SAOUHSC_01241-polC,SAOUHSC_01249,,,,
SAOUHSC_01203-rnc,SAOUHSC_01243-nusA,SAOUHSC_01250-rpsO,,,,
SAOUHSC_01205,SAOUHSC_01244,SAOUHSC_01252,,,,
SAOUHSC_01207,SAOUHSC_01245,SAOUHSC_01259,,,,
SAOUHSC_01209-rimM,SAOUHSC_01246-infB,SAOUHSC_01260,,,,
SAOUHSC_01214-rbgA,SAOUHSC_01249,SAOUHSC_01262-recA,,,,
SAOUHSC_01222,SAOUHSC_01250-rpsO,SAOUHSC_01265,,,,
SAOUHSC_01224,SAOUHSC_01252,SAOUHSC_01267,,,,
SAOUHSC_01230,SAOUHSC_01260,SAOUHSC_01287,,,,
SAOUHSC_01233,SAOUHSC_01285,SAOUHSC_01337,,,,
SAOUHSC_01234-tsf,SAOUHSC_01287,SAOUHSC_01351,,,,
SAOUHSC_01235-pyrH,SAOUHSC_01333,SAOUHSC_01352,,,,
SAOUHSC_01236-frr,SAOUHSC_01337,SAOUHSC_01373,,,,
SAOUHSC_01237,SAOUHSC_01350,SAOUHSC_01374,,,,
SAOUHSC_01238,SAOUHSC_01351,SAOUHSC_01424-murG,,,,
SAOUHSC_01239,SAOUHSC_01352,SAOUHSC_01434,,,,
SAOUHSC_01240,SAOUHSC_01359-mprF,SAOUHSC_01467,,,,
SAOUHSC_01241-polC,SAOUHSC_01361-lcpA,SAOUHSC_01470,,,,
SAOUHSC_01243-nusA,SAOUHSC_01362,SAOUHSC_01473,,,,
SAOUHSC_01244,SAOUHSC_01373,SAOUHSC_01474,,,,
SAOUHSC_01245,SAOUHSC_01374,SAOUHSC_01481,,,,
SAOUHSC_01246-infB,SAOUHSC_01424-murG,SAOUHSC_01482-aroB,,,,
SAOUHSC_01249,SAOUHSC_01434,SAOUHSC_01483-aroF,,,,
SAOUHSC_01252,SAOUHSC_01435-thyA,SAOUHSC_01487-ubiE,,,,
SAOUHSC_01259,SAOUHSC_01462-gpsB,SAOUHSC_01488,,,,
SAOUHSC_01260,SAOUHSC_01466-recU,SAOUHSC_01491-gpsA,,,,
SAOUHSC_01262-recA,SAOUHSC_01467,SAOUHSC_01492-engA,,,,
SAOUHSC_01263,SAOUHSC_01470,SAOUHSC_01496-cmk,,,,
SAOUHSC_01270,SAOUHSC_01473,SAOUHSC_01501,,,,
SAOUHSC_01285,SAOUHSC_01474,SAOUHSC_01591,,,,
SAOUHSC_01287,SAOUHSC_01477,SAOUHSC_01592-fur,,,,
SAOUHSC_01289,SAOUHSC_01490,SAOUHSC_01598,,,,
SAOUHSC_01293,SAOUHSC_01492-engA,SAOUHSC_01599,,,,
SAOUHSC_01294,SAOUHSC_01496-cmk,SAOUHSC_01612-bkdA2,,,,
SAOUHSC_01333,SAOUHSC_01501,SAOUHSC_01613-bkdA1,,,,
SAOUHSC_01338,SAOUHSC_01504,SAOUHSC_01614,,,,
SAOUHSC_01350,SAOUHSC_01592-fur,SAOUHSC_01619,,,,
SAOUHSC_01351,SAOUHSC_01598,SAOUHSC_01623,,,,
SAOUHSC_01362,SAOUHSC_01599,SAOUHSC_01624,,,,
SAOUHSC_01373,SAOUHSC_01605,SAOUHSC_01635,,,,
SAOUHSC_01374,SAOUHSC_01623,SAOUHSC_01659,,,,
SAOUHSC_01409,SAOUHSC_01624,SAOUHSC_01661,,,,
SAOUHSC_01424-murG,SAOUHSC_01625,SAOUHSC_01662,,,,
SAOUHSC_01434,SAOUHSC_01627,SAOUHSC_01663,,,,
SAOUHSC_01435-thyA,SAOUHSC_01661,SAOUHSC_01666,,,,
SAOUHSC_01441,SAOUHSC_01662,SAOUHSC_01668-era,,,,
SAOUHSC_01467,SAOUHSC_01663,SAOUHSC_01670,,,,
SAOUHSC_01470,SAOUHSC_01666,SAOUHSC_01672,,,,
SAOUHSC_01473,SAOUHSC_01668-era,SAOUHSC_01690-holA,,,,
SAOUHSC_01474,SAOUHSC_01672,SAOUHSC_01697,,,,
SAOUHSC_01477,SAOUHSC_01678-rpsU,SAOUHSC_01698,,,,
SAOUHSC_01483-aroF,SAOUHSC_01682-dnaJ,SAOUHSC_01699-aroE,,,,
SAOUHSC_01487-ubiE,SAOUHSC_01683-dnaK,SAOUHSC_01700,,,,
SAOUHSC_01490,SAOUHSC_01684-grpE,SAOUHSC_01701,,,,
SAOUHSC_01492-engA,SAOUHSC_01690-holA,SAOUHSC_01720,,,,
SAOUHSC_01496-cmk,SAOUHSC_01697,SAOUHSC_01721,,,,
SAOUHSC_01501,SAOUHSC_01700,SAOUHSC_01722-alaS,,,,
SAOUHSC_01544,SAOUHSC_01701,SAOUHSC_01727,,,,
SAOUHSC_01550,SAOUHSC_01714-greA,SAOUHSC_01738-hisS,,,,
SAOUHSC_01551,SAOUHSC_01720,SAOUHSC_01741,,,,
SAOUHSC_01555,SAOUHSC_01721,SAOUHSC_01746,,,,
SAOUHSC_01573,SAOUHSC_01722-alaS,SAOUHSC_01750-ruvB,,,,
SAOUHSC_01578,SAOUHSC_01726,SAOUHSC_01753-obgE,,,,
SAOUHSC_01579,SAOUHSC_01727,SAOUHSC_01756,,,,
SAOUHSC_01580,SAOUHSC_01737-aspS,SAOUHSC_01757-rplU,,,,
SAOUHSC_01592-fur,SAOUHSC_01738-hisS,SAOUHSC_01766,,,,
SAOUHSC_01598,SAOUHSC_01739,SAOUHSC_01767-valS,,,,
SAOUHSC_01599,SAOUHSC_01741,SAOUHSC_01772,,,,
SAOUHSC_01605,SAOUHSC_01742,SAOUHSC_01773,,,,
SAOUHSC_01619,SAOUHSC_01746,SAOUHSC_01774-hemC,,,,
SAOUHSC_01623,SAOUHSC_01750-ruvB,SAOUHSC_01776-hemA,,,,
SAOUHSC_01624,SAOUHSC_01751-ruvA,SAOUHSC_01778-clpX,,,,
SAOUHSC_01625,SAOUHSC_01753-obgE,SAOUHSC_01782,,,,
SAOUHSC_01627,SAOUHSC_01755-rpmA,SAOUHSC_01783,,,,
SAOUHSC_01662,SAOUHSC_01756,SAOUHSC_01784-rplT,,,,
SAOUHSC_01663,SAOUHSC_01757-rplU,SAOUHSC_01785-rpmI,,,,
SAOUHSC_01666,SAOUHSC_01766,SAOUHSC_01786-infC,,,,
SAOUHSC_01672,SAOUHSC_01767-valS,SAOUHSC_01787,,,,
SAOUHSC_01682-dnaJ,SAOUHSC_01770,SAOUHSC_01789,,,,
SAOUHSC_01683-dnaK,SAOUHSC_01777-engB,SAOUHSC_01791,,,,
SAOUHSC_01684-grpE,SAOUHSC_01782,SAOUHSC_01792,,,,
SAOUHSC_01687,SAOUHSC_01784-rplT,SAOUHSC_01793-nrdR,,,,
SAOUHSC_01690-holA,SAOUHSC_01785-rpmI,SAOUHSC_01807,,,,
SAOUHSC_01697,SAOUHSC_01786-infC,SAOUHSC_01809,,,,
SAOUHSC_01698,SAOUHSC_01787,SAOUHSC_01811,,,,
SAOUHSC_01700,SAOUHSC_01788-thrS,SAOUHSC_01829-rpsD,,,,
SAOUHSC_01701,SAOUHSC_01791,SAOUHSC_01839,,,,
SAOUHSC_01714-greA,SAOUHSC_01792,SAOUHSC_01856-murC,,,,
SAOUHSC_01722-alaS,SAOUHSC_01795-coaE,SAOUHSC_01859,,,,
SAOUHSC_01726,SAOUHSC_01806,SAOUHSC_01866,,,,
SAOUHSC_01727,SAOUHSC_01807,SAOUHSC_01871,,,,
SAOUHSC_01737-aspS,SAOUHSC_01808,SAOUHSC_01875-leuS,,,,
SAOUHSC_01738-hisS,SAOUHSC_01809,SAOUHSC_01915-menC,,,,
SAOUHSC_01741,SAOUHSC_01811,SAOUHSC_01916,,,,
SAOUHSC_01746,SAOUHSC_01829-rpsD,SAOUHSC_01961-hemH,,,,
SAOUHSC_01753-obgE,SAOUHSC_01827-ezrA,SAOUHSC_01962-hemE,,,,
SAOUHSC_01755-rpmA,SAOUHSC_01837,SAOUHSC_01973,,,,
SAOUHSC_01756,SAOUHSC_01839,SAOUHSC_02106,,,,
SAOUHSC_01757-rplU,SAOUHSC_01856-murC,SAOUHSC_02107,,,,
SAOUHSC_01760,SAOUHSC_01866,SAOUHSC_02114,,,,
SAOUHSC_01766,SAOUHSC_01871,SAOUHSC_02116-gatB,,,,
SAOUHSC_01767-valS,SAOUHSC_01875-leuS,SAOUHSC_02117-gatA,,,,
SAOUHSC_01772,SAOUHSC_01908,SAOUHSC_02118-gatC,,,,
SAOUHSC_01773,SAOUHSC_01909,SAOUHSC_02122,,,,
SAOUHSC_01774-hemC,SAOUHSC_01928,SAOUHSC_02123,,,,
SAOUHSC_01776-hemA,SAOUHSC_01930,SAOUHSC_02133,,,,
SAOUHSC_01777-engB,SAOUHSC_01979,SAOUHSC_02140,,,,
SAOUHSC_01778-clpX,SAOUHSC_02102,SAOUHSC_02143,,,,
SAOUHSC_01784-rplT,SAOUHSC_02106,SAOUHSC_02151,,,,
SAOUHSC_01785-rpmI,SAOUHSC_02107,SAOUHSC_02152,,,,
SAOUHSC_01786-infC,SAOUHSC_02114,SAOUHSC_02255-groES,,,,
SAOUHSC_01787,SAOUHSC_02116-gatB,SAOUHSC_02277-gcp,,,,
SAOUHSC_01788-thrS,SAOUHSC_02117-gatA,SAOUHSC_02278,,,,
SAOUHSC_01789,SAOUHSC_02118-gatC,SAOUHSC_02279,,,,
SAOUHSC_01791,SAOUHSC_02122,SAOUHSC_02280,,,,
SAOUHSC_01792,SAOUHSC_02123,SAOUHSC_02318-ddl,,,,
SAOUHSC_01795-coaE,SAOUHSC_02132-nadE,SAOUHSC_02336-fabZ,,,,
SAOUHSC_01805,SAOUHSC_02133,SAOUHSC_02357,,,,
SAOUHSC_01807,SAOUHSC_02140,SAOUHSC_02359-prfA,,,,
SAOUHSC_01808,SAOUHSC_02151,SAOUHSC_02368-pyrG,,,,
SAOUHSC_01809,SAOUHSC_02152,SAOUHSC_02399,,,,
SAOUHSC_01811,SAOUHSC_02254-groEL,SAOUHSC_02407,,,,
SAOUHSC_01829-rpsD,SAOUHSC_02255-groES,SAOUHSC_02478-rplM,,,,
SAOUHSC_01827-ezrA,SAOUHSC_02260,SAOUHSC_02482-cbiO,,,,
SAOUHSC_01837,SAOUHSC_02277-gcp,SAOUHSC_02485,,,,
SAOUHSC_01839,SAOUHSC_02279,SAOUHSC_02486,,,,
SAOUHSC_01841,SAOUHSC_02280,SAOUHSC_02487-rpsM,,,,
SAOUHSC_01856-murC,SAOUHSC_02306-acpS,SAOUHSC_02488-rpmJ,,,,
SAOUHSC_01857,SAOUHSC_02317,SAOUHSC_02489-infA,,,,
SAOUHSC_01858,SAOUHSC_02318-ddl,SAOUHSC_02490-adk,,,,
SAOUHSC_01859,SAOUHSC_02327,SAOUHSC_02491-secY,,,,
SAOUHSC_01871,SAOUHSC_02336-fabZ,SAOUHSC_02492-rplO,,,,
SAOUHSC_01875-leuS,SAOUHSC_02337-murA,SAOUHSC_02493-rpmD,,,,
SAOUHSC_01905,SAOUHSC_02357,SAOUHSC_02494-rpsE,,,,
SAOUHSC_01908,SAOUHSC_02359-prfA,SAOUHSC_02495-rplR,,,,
SAOUHSC_01909,SAOUHSC_02361-rpmE2,SAOUHSC_02496-rplF,,,,
SAOUHSC_01911,SAOUHSC_02366,SAOUHSC_02498-rpsH,,,,
SAOUHSC_01924,SAOUHSC_02368-pyrG,SAOUHSC_02499-rpsN,,,,
SAOUHSC_01961-hemH,SAOUHSC_02371,SAOUHSC_02500-rplE,,,,
SAOUHSC_01962-hemE,SAOUHSC_02399,SAOUHSC_02501-rplX,,,,
SAOUHSC_01973,SAOUHSC_02405-glmM,SAOUHSC_02502-rplN,,,,
SAOUHSC_01977,SAOUHSC_02407,SAOUHSC_02503-rpsQ,,,,
SAOUHSC_01993,SAOUHSC_02477-rpsI,SAOUHSC_02504,,,,
SAOUHSC_02002,SAOUHSC_02478-rplM,SAOUHSC_02505-rplP,,,,
SAOUHSC_02017,SAOUHSC_02484-rplQ,SAOUHSC_02506-rpsC,,,,
SAOUHSC_02053,SAOUHSC_02485,SAOUHSC_02507-rplV,,,,
SAOUHSC_02054,SAOUHSC_02486,SAOUHSC_02508-rpsS,,,,
SAOUHSC_02055,SAOUHSC_02487-rpsM,SAOUHSC_02509-rplB,,,,
SAOUHSC_02065,SAOUHSC_02488-rpmJ,SAOUHSC_02510-rplW,,,,
SAOUHSC_02076,SAOUHSC_02489-infA,SAOUHSC_02511-rplD,,,,
SAOUHSC_02084,SAOUHSC_02490-adk,SAOUHSC_02512a,,,,
SAOUHSC_02102,SAOUHSC_02491-secY,SAOUHSC_02512-rplC,,,,
SAOUHSC_02106,SAOUHSC_02492-rplO,SAOUHSC_02527,,,,
SAOUHSC_02107,SAOUHSC_02493-rpmD,SAOUHSC_02612,,,,
SAOUHSC_02114,SAOUHSC_02494-rpsE,SAOUHSC_02623,,,,
SAOUHSC_02116-gatB,SAOUHSC_02495-rplR,SAOUHSC_02793-pgcA,,,,
SAOUHSC_02117-gatA,SAOUHSC_02496-rplF,SAOUHSC_03052,,,,
SAOUHSC_02118-gatC,SAOUHSC_02498-rpsH,SAOUHSC_03053-trmE,,,,
SAOUHSC_02122,SAOUHSC_02499-rpsN,SAOUHSC_03054-rnpA,,,,
SAOUHSC_02123,SAOUHSC_02500-rplE,SAOUHSC_03055-rpmH,,,,
SAOUHSC_02132-nadE,SAOUHSC_02501-rplX,SAOUHSC_A01514,,,,
SAOUHSC_02133,SAOUHSC_02502-rplN,,,,,
SAOUHSC_02140,SAOUHSC_02503-rpsQ,,,,,
SAOUHSC_02151,SAOUHSC_02504,,,,,
SAOUHSC_02152,SAOUHSC_02505-rplP,,,,,
SAOUHSC_02154,SAOUHSC_02506-rpsC,,,,,
SAOUHSC_02164,SAOUHSC_02507-rplV,,,,,
SAOUHSC_02175,SAOUHSC_02508-rpsS,,,,,
SAOUHSC_02183,SAOUHSC_02509-rplB,,,,,
SAOUHSC_02209,SAOUHSC_02510-rplW,,,,,
SAOUHSC_02214,SAOUHSC_02511-rplD,,,,,
SAOUHSC_02215,SAOUHSC_02512a,,,,,
SAOUHSC_02219,SAOUHSC_02512-rplC,,,,,
SAOUHSC_02224,SAOUHSC_02527,,,,,
SAOUHSC_02235,SAOUHSC_02571,,,,,
SAOUHSC_02237,SAOUHSC_02572,,,,,
