locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
SAOUHSC_00412,SAOUHSC_00412,0,413512,414996,1,6,0.00202020202020202,1485,3,NADH dehydrogenase subunit 5, putative
SAOUHSC_00413,SAOUHSC_00413,0,415009,417714,1,0,0,2706,0,conserved hypothetical protein
SAOUHSC_00414,SAOUHSC_00414,0,417876,418238,1,17,0.00826446280991736,363,3,conserved hypothetical protein
SAOUHSC_T00048,SAOUHSC_T00048,0,439581,439673,1,22,0.010752688172043,93,1,
SAOUHSC_00442,SAOUHSC_00442,0,445284,446957,1,5,0.001194743130227,1674,2,DNA polymerase III, gamma and tau subunits, putative
SAOUHSC_00444,SAOUHSC_00444,0,447047,447364,1,0,0,318,0,conserved hypothetical protein
SAOUHSC_00445,SAOUHSC_00445,0,447371,447967,1,14,0.0050251256281407,597,3,recombination protein RecR
SAOUHSC_R0006,SAOUHSC_R0006,0,450739,453661,1,109,0.0157372562435854,2923,46,
SAOUHSC_00451,SAOUHSC_00451,0,456069,456686,1,16,0.00485436893203883,618,3,thymidylate kinase
SAOUHSC_00454,SAOUHSC_00454,0,457344,458183,1,8,0.00357142857142857,840,3,DNA polymerase III, delta prime subunit, putative
SAOUHSC_00461,SAOUHSC_00461,0,461717,463690,1,24,0.00405268490374873,1974,8,methionyl-tRNA synthetase, putative
SAOUHSC_00471,SAOUHSC_00471,0,469575,470927,1,3,0.00147819660014782,1353,2,UDP-N-acetylglucosamine pyrophosphorylase
SAOUHSC_00472,SAOUHSC_00472,0,471074,472039,1,0,0,966,0,ribose-phosphate pyrophosphokinase, putative
SAOUHSC_00475,SAOUHSC_00475,0,473153,473725,1,2,0.00174520069808028,573,1,peptidyl-tRNA hydrolase
SAOUHSC_00482,SAOUHSC_00482,0,480218,480610,1,4,0.00254452926208651,393,1,conserved hypothetical protein
SAOUHSC_00484,SAOUHSC_00484,0,481296,482591,1,10,0.00154320987654321,1296,2,conserved hypothetical protein
SAOUHSC_00485,SAOUHSC_00485,0,482596,483135,1,1,0.00185185185185185,540,1,hypoxanthine phosphoribosyltransferase
SAOUHSC_00486,SAOUHSC_00486,0,483392,485485,1,48,0.00811843361986628,2094,17,conserved hypothetical protein
SAOUHSC_00489,SAOUHSC_00489,0,487922,488725,1,1,0.00124378109452736,804,1,dihydropteroate synthase
SAOUHSC_00490,SAOUHSC_00490,0,488703,489068,1,23,0.00273224043715847,366,1,dihydroneopterin aldolase
SAOUHSC_00491,SAOUHSC_00491,0,489065,489541,1,59,0.00628930817610063,477,3,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
SAOUHSC_00493,SAOUHSC_00493,0,490080,491567,1,11,0.000672043010752688,1488,1,lysyl-tRNA synthetase
SAOUHSC_T00059,SAOUHSC_T00059,0,492252,492327,1,1,0.0131578947368421,76,1,
SAOUHSC_T00053,SAOUHSC_T00053,0,492344,492419,1,0,0,76,0,
SAOUHSC_T00035,SAOUHSC_T00035,0,492426,492498,1,0,0,73,0,
SAOUHSC_T00021,SAOUHSC_T00021,0,492532,492606,1,0,0,75,0,
SAOUHSC_T00030,SAOUHSC_T00030,0,492614,492702,1,0,0,89,0,
SAOUHSC_T0004,SAOUHSC_T0004,0,492708,492784,1,0,0,77,0,
SAOUHSC_T00044,SAOUHSC_T00044,0,492805,492878,1,0,0,74,0,
SAOUHSC_T0001,SAOUHSC_T0001,0,492902,492977,1,0,0,76,0,
SAOUHSC_R0007,SAOUHSC_R0007,0,495018,497940,1,108,0.0153951419774205,2923,45,
SAOUHSC_00509,SAOUHSC_00509,0,511186,512640,1,65,0.00274914089347079,1455,4,glutamyl-tRNA synthetase
SAOUHSC_00510,SAOUHSC_00510,0,513063,513710,1,3,0.00154320987654321,648,1,serine acetyltransferase, putative
SAOUHSC_00511,SAOUHSC_00511,0,513694,515094,1,4,0.00142755174875089,1401,2,cysteinyl-tRNA synthetase
SAOUHSC_00516,SAOUHSC_00516,0,517697,517915,1,46,0.0045662100456621,219,1,preprotein translocase SecE subunit
SAOUHSC_00518,SAOUHSC_00518,0,518657,519079,1,0,0,423,0,ribosomal protein L11
SAOUHSC_00519,SAOUHSC_00519,0,519287,519979,1,8,0.00432900432900433,693,3,ribosomal protein L1
SAOUHSC_00520,SAOUHSC_00520,0,520251,520751,1,0,0,501,0,ribosomal protein L10
SAOUHSC_00521,SAOUHSC_00521,0,520794,521162,1,2,0.002710027100271,369,1,ribosomal protein L7/L12
SAOUHSC_00524,SAOUHSC_00524,0,522301,525711,1,0,0,3411,0,RNA polymerase beta chain, putative
SAOUHSC_00525,SAOUHSC_00525,0,525875,529471,1,5,0.00139004726160689,3597,5,DNA directed RNA polymerase beta-prime chain, putative
SAOUHSC_00526,SAOUHSC_00526,0,529608,529862,1,2,0.00784313725490196,255,2,conserved hypothetical protein
SAOUHSC_00527,SAOUHSC_00527,0,529960,530373,1,0,0,414,0,ribosomal protein S12
SAOUHSC_00528,SAOUHSC_00528,0,530439,530909,1,1,0.00212314225053079,471,1,ribosomal protein S7
SAOUHSC_00529,SAOUHSC_00529,0,531032,533113,1,3,0.00144092219020173,2082,3,translation elongation factor G
SAOUHSC_00530,SAOUHSC_00530,0,533330,534514,1,0,0,1185,0,translation elongation factor Tu
SAOUHSC_00549,SAOUHSC_00549,0,558641,559519,-1,0,0,879,0,conserved hypothetical protein
SAOUHSC_00573,SAOUHSC_00573,0,576153,576905,-1,1,0.00132802124833997,753,1,conserved hypothetical protein
SAOUHSC_00574,SAOUHSC_00574,0,577073,578059,1,0,0,987,0,phosphate acetyltransferase
SAOUHSC_00575,SAOUHSC_00575,0,578134,578898,1,6,0.00392156862745098,765,3,conserved hypothetical protein
SAOUHSC_00577,SAOUHSC_00577,0,579485,580405,1,1,0.001085776330076,921,1,mevalonate kinase, putative
SAOUHSC_00578,SAOUHSC_00578,0,580410,581393,1,12,0.00508130081300813,984,5,diphosphomevalonate decarboxylase
SAOUHSC_00579,SAOUHSC_00579,0,581406,582482,1,4,0.000928505106778087,1077,1,phosphomevalonate kinase
SAOUHSC_00611,SAOUHSC_00611,0,601966,603627,1,41,0.000601684717208183,1662,1,arginyl-tRNA synthetase
SAOUHSC_00640,SAOUHSC_00640,0,628914,629678,1,0,0,765,0,conserved hypothetical protein
SAOUHSC_00641,SAOUHSC_00641,0,629739,630533,-1,0,0,795,0,teichoic acid translocation ATP-binding protein, putative
SAOUHSC_00642,SAOUHSC_00642,0,630880,631692,1,18,0.003690036900369,813,3,teichoic acid biosynthesis protein, putative
SAOUHSC_00643,SAOUHSC_00643,0,631791,632894,1,15,0.00181159420289855,1104,2,tagB protein, putative
SAOUHSC_00645,SAOUHSC_00645,0,634015,634413,1,24,0.0050125313283208,399,2,glycerol-3-phosphate cytidylyltransferase
SAOUHSC_00659,SAOUHSC_00659,0,646350,646847,1,23,0.0100401606425703,498,5,conserved hypothetical protein
SAOUHSC_00728,SAOUHSC_00728,0,710153,712093,1,40,0.00257599175682638,1941,5,conserved hypothetical protein
SAOUHSC_00741,SAOUHSC_00741,0,726781,727179,1,0,0,399,0,ribonucleoside-diphosphate reductase 2, putative
SAOUHSC_00742,SAOUHSC_00742,0,727082,729247,1,10,0.000923361034164358,2166,2,ribonucleotide-diphosphate reductase alpha chain, putative
SAOUHSC_00743,SAOUHSC_00743,0,729365,730336,1,8,0.00205761316872428,972,2,ribonucleotide-disphosphate reductase beta chain, putative
SAOUHSC_00752,SAOUHSC_00752,0,735512,736435,-1,0,0,924,0,UDP-N-acetylenolpyruvoylglucosamine reductase, putative
SAOUHSC_00762,SAOUHSC_00762,0,744387,745442,1,1,0.000946969696969697,1056,1,conserved hypothetical protein
SAOUHSC_00769,SAOUHSC_00769,0,749940,752471,1,11,0.0023696682464455,2532,6,preprotein translocase, SecA subunit
SAOUHSC_00771,SAOUHSC_00771,0,753021,753896,1,34,0.00570776255707763,876,5,peptide chain release factor 2, putative
SAOUHSC_00778,SAOUHSC_00778,0,757511,758527,1,0,0,1017,0,conserved hypothetical protein
SAOUHSC_A00747,SAOUHSC_A00747,0,758565,758723,-1,19,0.00628930817610063,159,1,conserved hypothetical protein
SAOUHSC_00781,SAOUHSC_00781,0,763170,764102,1,4,0.00214362272240086,933,2,HPr(Ser) kinase/phosphatase
SAOUHSC_00785,SAOUHSC_00785,0,766954,767889,1,1,0.00106837606837607,936,1,thioredoxin reductase
SAOUHSC_00788,SAOUHSC_00788,0,769791,770786,1,28,0.0070281124497992,996,7,conserved hypothetical protein
SAOUHSC_00789,SAOUHSC_00789,0,770896,771840,1,38,0.00634920634920635,945,6,conserved hypothetical protein
SAOUHSC_00790,SAOUHSC_00790,0,772413,773000,1,1,0.00170068027210884,588,1,ATP-dependent Clp protease, proteolytic subunit ClpP
SAOUHSC_00795,SAOUHSC_00795,0,777185,778195,1,0,0,1011,0,glyceraldehyde-3-phosphate dehydrogenase, type I
SAOUHSC_00796,SAOUHSC_00796,0,778334,779524,1,8,0.000839630562552477,1191,1,phosphoglycerate kinase, putative
SAOUHSC_00797,SAOUHSC_00797,0,779646,780407,1,0,0,762,0,triosephosphate isomerase
SAOUHSC_00798,SAOUHSC_00798,0,780410,781927,1,9,0.00329380764163373,1518,5,phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent
SAOUHSC_00799,SAOUHSC_00799,0,782057,783361,1,6,0.00153256704980843,1305,2,enolase
SAOUHSC_00804,SAOUHSC_00804,0,787743,788207,1,1,0.0021505376344086,465,1,SsrA-binding protein
SAOUHSC_00832,SAOUHSC_00832,0,807550,808266,1,17,0.0097629009762901,717,7,3-dehydroquinate dehydratase, type I
SAOUHSC_00847,SAOUHSC_00847,0,817632,818393,1,1,0.00131233595800525,762,1,ABC transporter, ATP-binding protein, putative
SAOUHSC_00848,SAOUHSC_00848,0,818491,819798,1,4,0.00229357798165138,1308,3,conserved hypothetical protein
SAOUHSC_00849,SAOUHSC_00849,0,819904,821154,1,0,0,1251,0,aminotransferase, class V superfamily, putative
SAOUHSC_00850,SAOUHSC_00850,0,821144,821608,1,8,0.0043010752688172,465,2,conserved hypothetical protein
SAOUHSC_00851,SAOUHSC_00851,0,821759,823156,1,2,0.00143061516452074,1398,2,conserved hypothetical protein
SAOUHSC_00857,SAOUHSC_00857,0,826353,826451,1,1,0.0101010101010101,99,1,conserved hypothetical protein
SAOUHSC_00868,SAOUHSC_00868,0,834056,834259,1,0,0,204,0,conserved hypothetical protein
SAOUHSC_00869,SAOUHSC_00869,0,834275,835732,1,3,0.000685871056241427,1458,1,D-alanine-activating enzyme
SAOUHSC_00870,SAOUHSC_00870,0,835729,836943,1,65,0.00246913580246914,1215,3,dltB protein, putative
SAOUHSC_00871,SAOUHSC_00871,0,836961,837197,1,0,0,237,0,D-alanyl carrier protein
SAOUHSC_00872,SAOUHSC_00872,0,837194,838369,1,26,0.00340136054421769,1176,4,extramembranal protein
SAOUHSC_00878,SAOUHSC_00878,0,841800,843008,1,19,0.010752688172043,1209,13,conserved hypothetical protein
SAOUHSC_00881,SAOUHSC_00881,0,846360,846734,1,12,0.008,375,3,conserved hypothetical protein
SAOUHSC_00883,SAOUHSC_00883,0,848193,848549,-1,13,0.0112044817927171,357,4,monovalent cation/proton antiporter, MnhG/PhaG subunit subfamily, putative
SAOUHSC_00884,SAOUHSC_00884,0,848527,848820,-1,0,0,294,0,Multiple resistance and pH regulation protein F (MrpF / PhaF) family, putative
SAOUHSC_00885,SAOUHSC_00885,0,848820,849299,-1,0,0,480,0,conserved hypothetical protein
SAOUHSC_00886,SAOUHSC_00886,0,849301,850797,-1,10,0.00267201068804275,1497,4,Na+/H+ antiporter, MnhD component, putative
SAOUHSC_00887,SAOUHSC_00887,0,850790,851119,-1,0,0,330,0,Na+/H+ antiporter subunit, putative
SAOUHSC_00888,SAOUHSC_00888,0,851131,851559,-1,0,0,429,0,monovalent cation:proton antiporter subfamily, putative
SAOUHSC_00889,SAOUHSC_00889,0,851552,853957,-1,9,0.00166251039068994,2406,4,Na+/H+ antiporter subunit, putative
SAOUHSC_00900,SAOUHSC_00900,0,864860,866191,1,6,0.0015015015015015,1332,2,glucose-6-phosphate isomerase
SAOUHSC_00903,SAOUHSC_00903,0,867744,868211,1,24,0.00641025641025641,468,3,Signal peptidase IB, putative
SAOUHSC_00904,SAOUHSC_00904,0,868371,871847,1,16,0.000862812769628991,3477,3,exonuclease RexB, putative
SAOUHSC_00905,SAOUHSC_00905,0,871848,875501,1,34,0.00136836343732895,3654,5,ATP-dependent nuclease subunit A, putative
SAOUHSC_00920,SAOUHSC_00920,0,891145,892086,1,0,0,942,0,conserved hypothetical protein
SAOUHSC_00921,SAOUHSC_00921,0,892098,893342,1,14,0.00160642570281125,1245,2,3-oxoacyl-synthase, putative
SAOUHSC_00933,SAOUHSC_00933,0,905548,906537,-1,30,0.00303030303030303,990,3,tryptophanyl-tRNA synthetase
SAOUHSC_00934,SAOUHSC_00934,0,906832,907227,1,24,0.00757575757575758,396,3,conserved hypothetical protein
SAOUHSC_00943,SAOUHSC_00943,0,914833,915642,1,1,0.00123456790123457,810,1,ATP-NAD kinase, putative
SAOUHSC_00947,SAOUHSC_00947,0,920031,920801,1,0,0,771,0,enoyl-(acyl-carrier-protein) reductase
SAOUHSC_00953,SAOUHSC_00953,0,926875,928050,-1,34,0.0102040816326531,1176,12,conserved hypothetical protein
SAOUHSC_00954,SAOUHSC_00954,0,928483,929964,1,3,0.000674763832658569,1482,1,UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase
SAOUHSC_00957,SAOUHSC_00957,0,932072,932875,1,33,0.0111940298507463,804,9,conserved hypothetical protein
SAOUHSC_T00049,SAOUHSC_T00049,0,938623,938711,-1,0,0,89,0,
SAOUHSC_T0008,SAOUHSC_T0008,0,938714,938788,-1,0,0,75,0,
SAOUHSC_00964,SAOUHSC_00964,0,941193,941369,1,6,0.0112994350282486,177,2,conserved hypothetical protein
SAOUHSC_00980,SAOUHSC_00980,0,951802,952740,-1,5,0.00106496272630458,939,1,conserved hypothetical protein
SAOUHSC_00981,SAOUHSC_00981,0,952891,952995,1,1,0.00952380952380952,105,1,conserved hypothetical protein
SAOUHSC_00982,SAOUHSC_00982,0,953072,954283,1,17,0.00577557755775578,1212,7,conserved hypothetical protein
SAOUHSC_00983,SAOUHSC_00983,0,954270,955943,1,6,0.0029868578255675,1674,5,2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase
SAOUHSC_00985,SAOUHSC_00985,0,956726,957547,1,1,0.00121654501216545,822,1,enoyl-CoA hydratase/isomerase family protein, putative
SAOUHSC_00999,SAOUHSC_00999,0,972596,972874,-1,36,0.010752688172043,279,3,quinol oxidase, subunit IV, putative
SAOUHSC_01000,SAOUHSC_01000,0,972883,973488,-1,11,0.0132013201320132,606,8,cytochrome c oxidase subunit III, putative
SAOUHSC_01001,SAOUHSC_01001,0,973478,975466,-1,49,0.012569130216189,1989,25,quinol oxidase, subunit I
SAOUHSC_01002,SAOUHSC_01002,0,975466,976566,-1,32,0.0127157129881926,1101,14,quinol oxidase AA3, subunit II, putative
SAOUHSC_01003,SAOUHSC_01003,0,976868,976990,1,0,0,123,0,hypothetical protein
SAOUHSC_01008,SAOUHSC_01008,0,979385,979804,1,5,0.00476190476190476,420,2,phosphoribosylaminoimidazole carboxylase, catalytic subunit
SAOUHSC_01028,SAOUHSC_01028,0,998122,998388,1,6,0.0112359550561798,267,3,phosphocarrier protein hpr, putative
SAOUHSC_A00992,SAOUHSC_A00992,0,1003967,1004122,1,39,0.0128205128205128,156,2,conserved hypothetical protein
SAOUHSC_01035,SAOUHSC_01035,0,1004298,1005995,-1,5,0.00117785630153121,1698,2,conserved hypothetical protein
SAOUHSC_01036,SAOUHSC_01036,0,1005995,1006213,-1,1,0.0045662100456621,219,1,conserved hypothetical protein
SAOUHSC_01038,SAOUHSC_01038,0,1006694,1007245,-1,14,0.00543478260869565,552,3,polypeptide deformylase
SAOUHSC_01040,SAOUHSC_01040,0,1008407,1009519,1,10,0.00449236298292902,1113,5,pyruvate dehydrogenase complex, E1 component, alpha subunit, putative
SAOUHSC_01041,SAOUHSC_01041,0,1009523,1010500,1,14,0.00715746421267894,978,7,pyruvate dehydrogenase complex, E1 component, pyruvate dehydrogenase beta subunit, putative
SAOUHSC_01042,SAOUHSC_01042,0,1010591,1011883,1,12,0.00618716163959783,1293,8,dihydrolipoamide S-acetyltransferase component of pyruvate dehydrogenase complex E2, putative
SAOUHSC_01043,SAOUHSC_01043,0,1011887,1013293,1,39,0.00568585643212509,1407,8,dihydrolipoamide dehydrogenase
SAOUHSC_01063,SAOUHSC_01063,0,1027030,1028256,1,9,0.00162999185004075,1227,2,conserved hypothetical protein
SAOUHSC_01066,SAOUHSC_01066,0,1033753,1034664,1,17,0.0109649122807018,912,10,protoheme IX farnesyltransferase
SAOUHSC_01075,SAOUHSC_01075,0,1039452,1039934,1,1,0.0020703933747412,483,1,pantetheine-phosphate adenylyltransferase
SAOUHSC_01078,SAOUHSC_01078,0,1041899,1042030,1,1,0.00757575757575758,132,1,ribosomal protein L32
SAOUHSC_01092,SAOUHSC_01092,0,1051883,1052941,1,0,0,1059,0,phenylalanyl-tRNA synthetase, alpha subunit
SAOUHSC_01093,SAOUHSC_01093,0,1052941,1055343,1,4,0.000416146483562214,2403,1,phenylalanyl-tRNA synthetase, beta subunit
SAOUHSC_01100,SAOUHSC_01100,0,1061927,1062241,1,3,0.00317460317460317,315,1,thioredoxin
SAOUHSC_01106,SAOUHSC_01106,0,1068153,1068953,1,4,0.00374531835205993,801,3,glutamate racemase
SAOUHSC_T0006,SAOUHSC_T0006,0,1088006,1088079,-1,0,0,74,0,
SAOUHSC_01143,SAOUHSC_01143,0,1092564,1093478,1,14,0.00983606557377049,915,9,S-adenosyl-methyltransferase MraW
SAOUHSC_01144,SAOUHSC_01144,0,1093492,1093893,1,0,0,402,0,conserved hypothetical protein
SAOUHSC_01145,SAOUHSC_01145,0,1093874,1096108,1,7,0.00178970917225951,2235,4,penicillin-binding protein 1
SAOUHSC_01146,SAOUHSC_01146,0,1096400,1097365,1,0,0,966,0,phospho-N-acetylmuramoyl-pentapeptide-transferase
SAOUHSC_01147,SAOUHSC_01147,0,1097367,1098716,1,4,0.00148148148148148,1350,2,UDP-N-acetylmuramoylalanine--D-glutamate ligase
SAOUHSC_01148,SAOUHSC_01148,0,1098732,1100051,1,9,0.00227272727272727,1320,3,cell division protein, putative
SAOUHSC_01149,SAOUHSC_01149,0,1100157,1101569,1,0,0,1413,0,cell division protein, putative
SAOUHSC_01150,SAOUHSC_01150,0,1101602,1102774,1,1,0.000852514919011083,1173,1,cell division protein FtsZ
SAOUHSC_01154,SAOUHSC_01154,0,1104514,1105077,1,10,0.0124113475177305,564,7,conserved hypothetical protein
SAOUHSC_01159,SAOUHSC_01159,0,1107130,1109883,1,21,0.00217864923747277,2754,6,isoleucyl-tRNA synthetase
SAOUHSC_01163,SAOUHSC_01163,0,1112285,1113202,1,23,0.00762527233115468,918,7,conserved hypothetical protein
SAOUHSC_01166,SAOUHSC_01166,0,1115682,1116563,1,2,0.00226757369614512,882,2,aspartate carbamoyltransferase
SAOUHSC_01168,SAOUHSC_01168,0,1116581,1117855,1,4,0.00235294117647059,1275,3,dihydroorotase
SAOUHSC_01169,SAOUHSC_01169,0,1117857,1118957,1,0,0,1101,0,carbamoyl-phosphate synthase, small subunit
SAOUHSC_01170,SAOUHSC_01170,0,1118950,1122123,1,27,0.00126023944549464,3174,4,carbamoyl-phosphate synthase, large subunit
SAOUHSC_01171,SAOUHSC_01171,0,1122233,1122925,1,3,0.00288600288600289,693,2,orotidine 5'-phosphate decarboxylase
SAOUHSC_01172,SAOUHSC_01172,0,1122925,1123536,1,18,0.00816993464052288,612,5,orotate phosphoribosyltransferase
SAOUHSC_01176,SAOUHSC_01176,0,1126851,1127474,1,3,0.0016025641025641,624,1,guanylate kinase
SAOUHSC_01178,SAOUHSC_01178,0,1127908,1129107,1,4,0.0025,1200,3,phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase
SAOUHSC_01179,SAOUHSC_01179,0,1129107,1131515,1,156,0.0016604400166044,2409,4,primosomal protein N
SAOUHSC_01183,SAOUHSC_01183,0,1134120,1135055,1,10,0.00320512820512821,936,3,methionyl-tRNA formyltransferase
SAOUHSC_01188,SAOUHSC_01188,0,1140443,1141300,1,25,0.0034965034965035,858,3,conserved hypothetical protein
SAOUHSC_01189,SAOUHSC_01189,0,1141301,1141945,1,0,0,645,0,ribulose-phosphate 3-epimerase
SAOUHSC_01190,SAOUHSC_01190,0,1141952,1142593,1,50,0.00778816199376947,642,5,conserved hypothetical protein
SAOUHSC_01194,SAOUHSC_01194,0,1145830,1147890,1,24,0.00582241630276565,2061,12,ATP-dependent DNA helicase RecG
SAOUHSC_01197,SAOUHSC_01197,0,1148670,1149656,1,0,0,987,0,fatty acid/phospholipid synthesis protein PlsX
SAOUHSC_01198,SAOUHSC_01198,0,1149649,1150575,1,0,0,927,0,malonyl CoA-acyl carrier protein transacylase
SAOUHSC_01199,SAOUHSC_01199,0,1150568,1151302,1,13,0.00272108843537415,735,2,3-oxoacyl-(acyl-carrier-protein) reductase, putative
SAOUHSC_01201,SAOUHSC_01201,0,1151545,1151778,1,0,0,234,0,acyl carrier protein
SAOUHSC_01205,SAOUHSC_01205,0,1156338,1157588,1,0,0,1251,0,signal recognition particle-docking protein FtsY
SAOUHSC_01207,SAOUHSC_01207,0,1157933,1159300,1,2,0.000730994152046784,1368,1,signal recognition particle protein
SAOUHSC_01208,SAOUHSC_01208,0,1159735,1160010,1,1,0.0036231884057971,276,1,ribosomal protein S16
SAOUHSC_01209,SAOUHSC_01209,0,1160198,1160701,1,0,0,504,0,conserved hypothetical protein
SAOUHSC_01210,SAOUHSC_01210,0,1160701,1161438,1,5,0.002710027100271,738,2,tRNA (guanine-N1)-methyltransferase
SAOUHSC_01211,SAOUHSC_01211,0,1161541,1161891,1,2,0.00284900284900285,351,1,ribosomal protein L19
SAOUHSC_01214,SAOUHSC_01214,0,1165142,1166026,1,5,0.00338983050847458,885,3,conserved hypothetical protein
SAOUHSC_01216,SAOUHSC_01216,0,1166886,1168052,1,22,0.0102827763496144,1167,12,succinyl-CoA synthetase, beta subunit, putative
SAOUHSC_01218,SAOUHSC_01218,0,1168074,1168982,1,31,0.0143014301430143,909,13,succinyl-CoA synthetase, alpha subunit, putative
SAOUHSC_01222,SAOUHSC_01222,0,1172818,1174893,1,105,0.00722543352601156,2076,15,DNA topoisomerase I
SAOUHSC_01224,SAOUHSC_01224,0,1176773,1177669,1,5,0.00222965440356745,897,2,site-specific recombinase, putative
SAOUHSC_01228,SAOUHSC_01228,0,1179705,1180478,1,7,0.00129198966408269,774,1,conserved hypothetical protein
SAOUHSC_01232,SAOUHSC_01232,0,1180857,1181588,1,4,0.00273224043715847,732,2,ribosomal protein S2
SAOUHSC_01234,SAOUHSC_01234,0,1181770,1182651,1,0,0,882,0,translation elongation factor Ts
SAOUHSC_01235,SAOUHSC_01235,0,1182788,1183510,1,0,0,723,0,uridylate kinase, putative
SAOUHSC_01236,SAOUHSC_01236,0,1183529,1184083,1,4,0.0036036036036036,555,2,ribosome recycling factor
SAOUHSC_01237,SAOUHSC_01237,0,1184456,1185226,1,0,0,771,0,undecaprenyl diphosphate synthase
SAOUHSC_01238,SAOUHSC_01238,0,1185233,1186015,1,1,0.00127713920817369,783,1,conserved hypothetical protein
SAOUHSC_01240,SAOUHSC_01240,0,1187558,1189261,1,8,0.00117370892018779,1704,2,prolyl-tRNA synthetase
SAOUHSC_01241,SAOUHSC_01241,0,1189525,1193835,1,5,0.000927858965437254,4311,4,DNA polymerase III, alpha subunit, Gram-positive type
SAOUHSC_01242,SAOUHSC_01242,0,1194125,1194592,1,7,0.00641025641025641,468,3,conserved hypothetical protein
SAOUHSC_01243,SAOUHSC_01243,0,1194613,1195788,1,0,0,1176,0,transcription termination-antitermination factor, putative
SAOUHSC_01244,SAOUHSC_01244,0,1195809,1196093,1,0,0,285,0,conserved hypothetical protein
SAOUHSC_01245,SAOUHSC_01245,0,1196090,1196407,1,0,0,318,0,conserved hypothetical protein
SAOUHSC_01246,SAOUHSC_01246,0,1196412,1198529,1,2,0.000472143531633617,2118,1,translation initiation factor IF-2
SAOUHSC_01249,SAOUHSC_01249,0,1200366,1201337,1,6,0.00205761316872428,972,2,riboflavin biosynthesis protein RibF
SAOUHSC_01250,SAOUHSC_01250,0,1201452,1201721,1,2,0.00740740740740741,270,2,ribosomal protein S15
SAOUHSC_01252,SAOUHSC_01252,0,1204525,1206096,1,7,0.00254452926208651,1572,4,conserved hypothetical protein
SAOUHSC_01260,SAOUHSC_01260,0,1214102,1214680,1,0,0,579,0,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
