locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
BW25113_0200,gmhB,0,219320,219895,1,443,0.142361111111111,576,82,D,D-heptose 1,7-bisphosphate phosphatase
BW25113_0201,rrsH,0,220258,221799,1,2189,0.256809338521401,1542,396,
BW25113_0202,ileV,0,221868,221944,1,288,0.311688311688312,77,24,
BW25113_0203,alaV,0,221987,222062,1,119,0.263157894736842,76,20,
BW25113_0204,rrlH,0,222246,225149,1,4671,0.25,2904,726,
BW25113_0205,rrfH,0,225243,225362,1,200,0.225,120,27,
BW25113_0206,aspU,0,225415,225491,1,44,0.116883116883117,77,9,
BW25113_0207,dkgB,0,225654,226457,1,1581,0.20771144278607,804,167,2,5-diketo-D-gluconate reductase B
BW25113_0208,yafC,0,226454,227368,-1,2180,0.20327868852459,915,186,LysR family putative transcriptional regulator
BW25113_0209,yafD,0,227609,228409,1,2157,0.264669163545568,801,212,endo/exonuclease/phosphatase family protein
BW25113_0210,yafE,0,228413,229036,1,2104,0.267628205128205,624,167,putative S-adenosyl-L-methionine-dependent methyltransferase
BW25113_0211,mltD,0,229084,230442,-1,3286,0.208977189109639,1359,284,putative membrane-bound lytic murein transglycosylase D
BW25113_0212,gloB,0,230514,231269,-1,1347,0.162698412698413,756,123,hydroxyacylglutathione hydrolase
BW25113_0213,yafS,0,231303,232025,1,1533,0.199170124481328,723,144,putative S-adenosyl-L-methionine-dependent methyltransferase
BW25113_0214,rnhA,0,232022,232489,-1,200,0.0833333333333333,468,39,ribonuclease HI, degrades RNA of DNA-RNA hybrids
BW25113_0215,dnaQ,0,232554,233285,1,373,0.12431693989071,732,91,DNA polymerase III epsilon subunit
BW25113_0216,aspV,0,233418,233494,1,805,0.61038961038961,77,47,
BW25113_0217,yafT,0,233822,234607,1,4812,0.424936386768448,786,334,lipoprotein
BW25113_0218,yafU,0,235233,235589,-1,2168,0.350140056022409,357,125,pseudogene
BW25113_4503,yafF,0,235593,235865,1,1783,0.435897435897436,273,119,pseudogene
BW25113_0219,yafV,0,235906,236676,-1,2558,0.27496757457847,771,212,putative NAD(P)-binding C-N hydrolase family amidase
BW25113_0220,ivy,0,236830,237303,1,2056,0.30168776371308,474,143,inhibitor of c-type lysozyme, periplasmic
BW25113_0221,fadE,0,237346,239790,-1,6084,0.212269938650307,2445,519,acyl coenzyme A dehydrogenase
BW25113_0222,gmhA,0,240030,240608,1,285,0.110535405872193,579,64,D-sedoheptulose 7-phosphate isomerase
BW25113_0223,yafJ,0,240814,241581,1,2449,0.2421875,768,186,putative amidotransfease
BW25113_0224,yafK,0,241552,242292,-1,2621,0.304993252361673,741,226,L,D-transpeptidase-related protein
BW25113_0225,yafQ,0,242448,242726,-1,1389,0.329749103942652,279,92,translation inhibitor toxin of toxin-antitoxin pair YafQ/DinJ
BW25113_0226,dinJ,0,242729,242989,-1,1709,0.406130268199234,261,106,antitoxin of YafQ-DinJ toxin-antitoxin system
BW25113_0227,yafL,0,243199,243948,1,2016,0.226666666666667,750,170,putative lipoprotein and C40 family peptidase
BW25113_0228,rayT,0,244124,244621,1,1961,0.265060240963855,498,132,RAYT REP element-mobilizing transposase; TnpA(REP)
BW25113_0229,lfhA,0,244845,246557,-1,4110,0.213076474022183,1713,365,pseudogene
BW25113_0230,lafU,0,246559,247314,1,2340,0.248677248677249,756,188,pseudogene
BW25113_0231,dinB,0,247385,248440,1,3360,0.240530303030303,1056,254,DNA polymerase IV
BW25113_0232,yafN,0,248492,248785,1,317,0.163265306122449,294,48,antitoxin of the YafO-YafN toxin-antitoxin system
BW25113_0233,yafO,0,248788,249186,1,5707,0.533834586466165,399,213,mRNA interferase toxin of the YafO-YafN toxin-antitoxin system
BW25113_0234,yafP,0,249196,249648,1,2792,0.439293598233996,453,199,putative acyl-CoA transferase
BW25113_0235,ykfJ,0,249966,250172,1,3279,0.599033816425121,207,124,pseudogene
BW25113_0236,prfH,0,250189,250689,1,2094,0.31936127744511,501,160,pseudogene
BW25113_0237,pepD,0,250746,252203,-1,5016,0.266803840877915,1458,389,aminoacyl-histidine dipeptidase (peptidase D)
BW25113_0238,gpt,0,252464,252922,1,1843,0.296296296296296,459,136,xanthine phosphoribosyltransferase; xanthine-guanine phosphoribosyltransferase
BW25113_0239,frsA,0,253014,254258,1,5215,0.316465863453815,1245,394,fermentation-respiration switch protein; PTS Enzyme IIA(Glc)-binding protein; pNP-butyrate esterase activity
BW25113_0240,crl,0,254316,254717,1,3973,0.460199004975124,402,185,RNA polymerase holoenzyme assembly factor crl
BW25113_0241,phoE,0,254756,255811,-1,20288,0.545454545454545,1056,576,outer membrane phosphoporin protein E
BW25113_0242,proB,0,256099,257202,1,3589,0.260869565217391,1104,288,gamma-glutamate kinase
BW25113_0243,proA,0,257214,258467,1,5366,0.271929824561404,1254,341,gamma-glutamylphosphate reductase
BW25113_0244,thrW,0,258582,258657,1,171,0.210526315789474,76,16,
BW25113_4626,ykfN,0,258861,258923,-1,236,0.317460317460317,63,20,pseudogene
BW25113_0245,ykfI,0,259039,259380,-1,1395,0.309941520467836,342,106,CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system
BW25113_0246,yafW,0,259401,259718,-1,1881,0.364779874213836,318,116,CP4-6 prophage; antitoxin of the YkfI-YafW toxin-antitoxin system
BW25113_4504,ykfH,0,259737,259958,-1,1332,0.333333333333333,222,74,uncharacterized protein
BW25113_0247,ykfG,0,259967,260443,-1,1757,0.278825995807128,477,133,CP4-6 prophage; RadC-like JAB domain protein
BW25113_0248,yafX,0,260459,260917,-1,2326,0.352941176470588,459,162,CP4-6 prophage; uncharacterized protein
BW25113_0249,ykfF,0,261015,261254,-1,980,0.333333333333333,240,80,CP4-6 prophage; uncharacterized protein
BW25113_0250,ykfB,0,261331,261798,-1,2804,0.341880341880342,468,160,CP4-6 prophage; uncharacterized protein
BW25113_0251,yafY,0,261821,262264,-1,2030,0.34009009009009,444,151,lipoprotein, inner membrane; overproduction stimulates degP expression; CP4-6 prophage
BW25113_4627,ykfL,0,262264,262485,-1,697,0.238738738738739,222,53,pseudogene
BW25113_4628,ykfK,0,262487,262678,-1,528,0.25,192,48,pseudogene
BW25113_0252,yafZ,0,262895,263716,-1,2906,0.305352798053528,822,251,CP4-6 prophage; conserved protein
BW25113_0253,ykfA,0,263808,264671,-1,4802,0.327546296296296,864,283,CP4-6 prophage; putative GTP-binding protein
BW25113_0254,perR,0,265000,265893,-1,3673,0.281879194630872,894,252,CP4-6 prophage; putative DNA-binding transcriptional regulator
BW25113_4587,insN,0,265989,267900,1,8098,0.333682008368201,1912,638,pseudogene
BW25113_0256,insI1,0,266314,267465,1,4105,0.360243055555556,1152,415,IS30 transposase
BW25113_4690,eyeA,0,268291,268365,1,247,0.32,75,24,
BW25113_0258,ykfC,0,268558,269665,1,4546,0.295126353790614,1108,327,pseudogene
BW25113_0259,insH1,0,269812,270828,-1,3655,0.51819075712881,1017,527,IS5 transposase and trans-activator
BW25113_0260,mmuP,0,271036,272439,1,4579,0.271367521367521,1404,381,CP4-6 prophage; putative S-methylmethionine transporter
BW25113_0261,mmuM,0,272426,273358,1,2721,0.256162915326902,933,239,CP4-6 prophage; S-methylmethionine:homocysteine methyltransferase
BW25113_0262,afuC,0,273467,274513,-1,3845,0.294173829990449,1047,308,CP4-6 prophage; putative ferric transporter subunit
BW25113_0263,afuB,0,274525,274872,-1,1020,0.232758620689655,348,81,pseudogene
BW25113_0264,insB1,0,274889,275392,-1,1880,0.404761904761905,504,204,IS1 transposase B
BW25113_0265,insA,0,275311,275586,-1,839,0.405797101449275,276,112,IS1 repressor TnpA
BW25113_4708,insI1,0,275642,275815,1,749,0.471264367816092,174,82,pseudogene
BW25113_4505,insX,0,275825,276073,-1,841,0.317269076305221,249,79,pseudogene
BW25113_0266,yagB,0,276138,276446,-1,2514,0.362459546925566,309,112,pseudogene
BW25113_0267,yagA,0,276540,277694,-1,5416,0.29004329004329,1155,335,CP4-6 prophage; putative DNA-binding transcriptional regulator
BW25113_0268,yagE,0,277989,278897,1,2373,0.22992299229923,909,209,2-keto-3-deoxy gluconate (KDG) aldolase; CP4-6 prophage
BW25113_0269,yagF,0,278912,280879,1,10126,0.251524390243902,1968,495,CP4-6 prophage; dehydratase family protein
BW25113_0270,yagG,0,281106,282488,1,6500,0.309472161966739,1383,428,CP4-6 prophage; putative sugar transporter
BW25113_0271,yagH,0,282500,284110,1,7770,0.282433271260087,1611,455,CP4-6 prophage; putative xylosidase/arabinosidase
BW25113_0272,yagI,0,284115,284873,-1,3220,0.299077733860343,759,227,CP4-6 prophage; putative DNA-binding transcriptional regulator
BW25113_0273,argF,0,285012,286016,-1,3313,0.23681592039801,1005,238,ornithine carbamoyltransferase 2, chain F; CP4-6 prophage
BW25113_4688,ykgS,0,286140,286344,1,541,0.292682926829268,205,60,pseudogene
BW25113_0274,insB1,0,286360,286863,-1,1907,0.404761904761905,504,204,IS1 transposase B
BW25113_0275,insA,0,286782,287057,-1,785,0.376811594202899,276,104,IS1 repressor TnpA
BW25113_0276,yagJ,0,287115,287942,1,4604,0.340579710144928,828,282,pseudogene
BW25113_0277,yagK,0,288033,288659,-1,17193,0.661881977671451,627,415,CP4-6 prophage; conserved protein
BW25113_0278,yagL,0,288931,289629,-1,9792,0.520743919885551,699,364,CP4-6 prophage; DNA-binding protein
BW25113_0279,yagM,0,289656,290510,-1,5760,0.380116959064327,855,325,CP4-6 prophage; uncharacterized protein
BW25113_0280,yagN,0,290850,291290,-1,2672,0.378684807256236,441,167,CP4-6 prophage; uncharacterized protein
BW25113_0281,intF,0,291407,292807,-1,4614,0.249821556031406,1401,350,CP4-6 prophage; putative phage integrase
BW25113_4694,yagP,0,293092,293430,-1,934,0.292035398230089,339,99,pseudogene
BW25113_4695,ykgT,0,293425,293502,-1,561,0.269230769230769,78,21,pseudogene
BW25113_0283,paoD,0,293481,294437,-1,4332,0.298850574712644,957,286,moco insertion factor for PaoABC aldehyde oxidoreductase
BW25113_0284,paoC,0,294447,296645,-1,7279,0.244656662119145,2199,538,PaoABC aldehyde oxidoreductase, Moco-containing subunit
BW25113_0285,paoB,0,296642,297598,-1,4136,0.277951933124347,957,266,PaoABC aldehyde oxidoreductase, FAD-containing subunit
BW25113_0286,paoA,0,297595,298284,-1,3373,0.330434782608696,690,228,PaoABC aldehyde oxidoreductase, 2Fe-2S subunit
BW25113_0287,yagU,0,298702,299316,1,15577,0.684552845528455,615,421,DUF1440 family inner membrane protein
BW25113_0288,ykgJ,0,299564,299893,-1,7589,0.693939393939394,330,229,UPF0153 cysteine cluster protein
BW25113_0289,ecpE,0,300206,300916,-1,2770,0.316455696202532,711,225,ECP production pilus chaperone
BW25113_0290,ecpD,0,300885,302528,-1,6282,0.281630170316302,1644,463,polymerized tip adhesin of ECP fibers
BW25113_0291,ecpC,0,302518,305043,-1,9761,0.302058590657166,2526,763,ECP production outer membrane protein
