locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
BW25113_0184,dnaE,0,201613,205095,1,231,0.0097616996841803,3483,34,DNA polymerase III alpha subunit
BW25113_0185,accA,0,205108,206067,1,46,0.0197916666666667,960,19,acetyl-CoA carboxylase, carboxytransferase, alpha subunit
BW25113_0188,tilS,0,208818,210116,1,224,0.0269438029253272,1299,35,tRNA(Ile)-lysidine synthetase
BW25113_0194,proS,0,213544,215262,-1,144,0.012216404886562,1719,21,prolyl-tRNA synthetase
BW25113_4586,ykfM,0,234744,235223,-1,68,0.04375,480,21,lethality reduction protein, putative inner membrane protein
BW25113_4629,ptwF,0,292917,292965,1,0,0,49,0,pseudogene
BW25113_0369,hemB,0,384209,385183,-1,267,0.0225641025641026,975,22,5-aminolevulinate dehydratase (porphobilinogen synthase)
BW25113_0408,secD,0,423103,424950,1,538,0.0714285714285714,1848,132,SecYEG protein translocase auxillary subunit
BW25113_0414,ribD,0,428911,430014,1,122,0.0172101449275362,1104,19,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase
BW25113_0415,ribE,0,430103,430573,1,13,0.0148619957537155,471,7,riboflavin synthase beta chain
BW25113_0416,nusB,0,430593,431012,1,127,0.0571428571428571,420,24,transcription antitermination protein
BW25113_0417,thiL,0,431090,432067,1,56,0.016359918200409,978,16,thiamine monophosphate kinase
BW25113_0420,dxs,0,433771,435633,-1,47,0.0123456790123457,1863,23,1-deoxyxylulose-5-phosphate synthase, thiamine triphosphate-binding, FAD-requiring
BW25113_0421,ispA,0,435658,436557,-1,103,0.0144444444444444,900,13,geranyltranstransferase
BW25113_0455,ffs,0,471904,472017,1,35,0.0701754385964912,114,8,
BW25113_0470,dnaX,0,487548,489479,1,103,0.0150103519668737,1932,29,DNA polymerase III/DNA elongation factor III, tau and gamma subunits
BW25113_0474,adk,0,492631,493275,1,25,0.00775193798449612,645,5,adenylate kinase
BW25113_0475,hemH,0,493511,494473,1,48,0.0155763239875389,963,15,ferrochelatase
BW25113_0524,lpxH,0,548674,549396,-1,56,0.020746887966805,723,15,UDP-2,3-diacylglucosamine pyrophosphohydrolase
BW25113_0526,cysS,0,550067,551452,1,46,0.0122655122655123,1386,17,cysteinyl-tRNA synthetase
BW25113_0529,folD,0,552331,553197,-1,204,0.0299884659746251,867,26,bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase
BW25113_0564,appY,0,579137,579886,1,302,0.08,750,60,global transcriptional activator; DLP12 prophage
BW25113_0628,lipA,0,654707,655672,-1,103,0.0217391304347826,966,21,lipoate synthase
BW25113_0634,mrdB,0,660657,661769,-1,35,0.0134770889487871,1113,15,cell wall shape-determining protein
BW25113_0635,mrdA,0,661772,663673,-1,294,0.0152471083070452,1902,29,transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2)
BW25113_0639,nadD,0,665387,666028,-1,204,0.0327102803738318,642,21,nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent
BW25113_0640,holA,0,666030,667061,-1,358,0.0242248062015504,1032,25,DNA polymerase III, delta subunit
BW25113_0641,lptE,0,667061,667642,-1,82,0.0206185567010309,582,12,LPS assembly OM complex LptDE, lipoprotein component
BW25113_0642,leuS,0,667657,670239,-1,131,0.0147115756871854,2583,38,leucyl-tRNA synthetase
BW25113_0657,lnt,0,684799,686337,-1,245,0.0279402209226771,1539,43,apolipoprotein N-acyltransferase
BW25113_0659,ybeY,0,687330,687797,-1,125,0.047008547008547,468,22,ssRNA-specific endoribonuclease; co-endoribonuclease working with RNase R in 16S rRNA 3' end maturation and quality control; rRNA transcription antitermination factor
BW25113_0662,ubiF,0,690557,691732,1,323,0.0629251700680272,1176,74,2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase
BW25113_0668,glnW,0,692212,692286,-1,25,0.0666666666666667,75,5,
BW25113_0670,glnU,0,692321,692395,-1,55,0.08,75,6,
BW25113_0672,leuW,0,692419,692503,-1,1,0.0117647058823529,85,1,
BW25113_0673,metT,0,692513,692589,-1,80,0.0779220779220779,77,6,
BW25113_0680,glnS,0,701549,703213,1,220,0.0144144144144144,1665,24,glutamyl-tRNA synthetase
BW25113_0684,fldA,0,706391,706921,-1,23,0.0225988700564972,531,12,flavodoxin 1
BW25113_0687,seqA,0,708443,708988,1,187,0.0787545787545788,546,43,negative modulator of initiation of replication
BW25113_0726,sucA,0,754162,756963,1,811,0.0642398286937901,2802,180,2-oxoglutarate decarboxylase, thiamine triphosphate-binding
BW25113_0727,sucB,0,756978,758195,1,258,0.0517241379310345,1218,63,dihydrolipoyltranssuccinase
BW25113_0733,cydA,0,766914,768482,1,332,0.0286806883365201,1569,45,cytochrome d terminal oxidase, subunit I
BW25113_0734,cydB,0,768498,769637,1,160,0.0385964912280702,1140,44,cytochrome d terminal oxidase, subunit II
BW25113_4515,cydX,0,769652,769765,1,56,0.0701754385964912,114,8,cytochrome d (bd-I) ubiquinol oxidase subunit X
BW25113_0743,lysT,0,776010,776085,1,26,0.0789473684210526,76,6,
BW25113_0884,infA,0,921681,921899,-1,7,0.0136986301369863,219,3,translation initiation factor IF-1
BW25113_0886,cydC,0,922930,924651,-1,660,0.0563298490127758,1722,97,fused glutathione, cysteine exporter subunits of ABC superfamily: membrane component/ATP-binding component
BW25113_0887,cydD,0,924652,926418,-1,541,0.057159026598755,1767,101,fused glutathione, cysteine exporter subunits of ABC superfamily: membrane component/ATP-binding component
BW25113_0891,lolA,0,932828,933439,1,69,0.0065359477124183,612,4,lipoprotein chaperone
BW25113_0893,serS,0,934884,936176,1,56,0.0177880897138438,1293,23,seryl-tRNA synthetase, also charges selenocysteinyl-tRNA with serine
BW25113_0910,cmk,0,956657,957340,1,210,0.0716374269005848,684,49,cytidylate kinase
BW25113_0911,rpsA,0,957451,959124,1,197,0.025089605734767,1674,42,30S ribosomal subunit protein S1
BW25113_0914,msbA,0,962077,963825,1,91,0.0114351057747284,1749,20,fused lipid transporter subunits of ABC superfamily: membrane component/ATP-binding component
BW25113_0915,lpxK,0,963822,964808,1,112,0.0233029381965552,987,23,lipid A 4'kinase
BW25113_0917,ycaR,0,966129,966311,1,138,0.0601092896174863,183,11,peroxide and acid resistance protein, UPF0434 family
BW25113_0918,kdsB,0,966308,967054,1,35,0.0133868808567604,747,10,3-deoxy-manno-octulosonate cytidylyltransferase
BW25113_0922,mukF,0,969775,971097,1,72,0.0158730158730159,1323,21,chromosome condensin MukBEF, kleisin-like subunit, binds calcium
BW25113_0923,mukE,0,971078,971782,1,153,0.0340425531914894,705,24,chromosome condensin MukBEF, MukE localization factor
BW25113_0924,mukB,0,971782,976242,1,163,0.013001569154898,4461,58,chromosome condensin MukBEF, ATPase and DNA-binding subunit
BW25113_0930,asnS,0,983041,984441,-1,25,0.00785153461812991,1401,11,asparaginyl tRNA synthetase
BW25113_0954,fabA,0,1011408,1011926,-1,210,0.0308285163776493,519,16,beta-hydroxydecanoyl thioester dehydrase
BW25113_0969,tusE,0,1025795,1026124,-1,58,0.0424242424242424,330,14,mnm(5)-s(2)U34-tRNA 2-thiolation sulfurtransferase
BW25113_0971,serT,0,1027081,1027168,-1,3,0.0227272727272727,88,2,
BW25113_4517,gnsA,0,1047523,1047696,1,92,0.0804597701149425,174,14,putative phosphatidylethanolamine synthesis regulator
BW25113_1054,lpxL,0,1111118,1112038,-1,122,0.0162866449511401,921,15,lauryl-acyl carrier protein (ACP)-dependent acyltransferase
BW25113_1069,murJ,0,1123295,1124830,1,135,0.0130208333333333,1536,20,putative peptidoglycan lipid II flippase
BW25113_1084,rne,0,1136638,1139823,-1,1730,0.0803515379786566,3186,256,fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein
BW25113_1089,rpmF,0,1142823,1142996,1,40,0.0344827586206897,174,6,50S ribosomal subunit protein L32
BW25113_1091,fabH,0,1144215,1145168,1,83,0.019916142557652,954,19,3-oxoacyl-[acyl-carrier-protein] synthase III
BW25113_1092,fabD,0,1145184,1146113,1,40,0.0150537634408602,930,14,malonyl-CoA-[acyl-carrier-protein] transacylase
BW25113_1093,fabG,0,1146126,1146860,1,29,0.00680272108843537,735,5,3-oxoacyl-[acyl-carrier-protein] reductase
BW25113_1094,acpP,0,1147071,1147307,1,5,0.0168776371308017,237,4,acyl carrier protein (ACP)
BW25113_1098,tmk,0,1150580,1151221,1,96,0.0186915887850467,642,12,thymidylate kinase
BW25113_1099,holB,0,1151218,1152222,1,300,0.0258706467661692,1005,26,DNA polymerase III, delta prime subunit
BW25113_1116,lolC,0,1170883,1172082,1,43,0.01,1200,12,lipoprotein-releasing system transmembrane protein
BW25113_1117,lolD,0,1172075,1172776,1,38,0.00854700854700855,702,6,outer membrane-specific lipoprotein transporter subunit
BW25113_1118,lolE,0,1172776,1174020,1,98,0.0144578313253012,1245,18,lipoprotein-releasing system transmembrane protein
BW25113_1131,purB,0,1186072,1187442,-1,64,0.0182348650619985,1371,25,adenylosuccinate lyase
BW25113_1133,mnmA,0,1188123,1189229,-1,97,0.037940379403794,1107,42,tRNA(Gln,Lys,Glu) U34 2-thiouridylase, first step in mnm(5)-s(2)U34-tRNA synthesis
BW25113_1138,ymfE,0,1192989,1193693,-1,97,0.024113475177305,705,17,e14 prophage; putative inner membrane protein
BW25113_1145,cohE,0,1197715,1198389,-1,21,0.0133333333333333,675,9,e14 prophage; repressor protein phage e14
BW25113_1160,iraM,0,1207136,1207459,-1,70,0.0617283950617284,324,20,RpoS stabilzer during Mg starvation, anti-RssB factor
BW25113_1166,ariR,0,1211825,1212091,1,47,0.048689138576779,267,13,RcsB connector protein for regulation of biofilm and acid-resistance
BW25113_1204,pth,0,1253385,1253969,-1,95,0.0290598290598291,585,17,peptidyl-tRNA hydrolase
BW25113_1207,prs,0,1256384,1257331,-1,27,0.0137130801687764,948,13,phosphoribosylpyrophosphate synthase
BW25113_1208,ispE,0,1257482,1258333,-1,16,0.0117370892018779,852,10,4-diphosphocytidyl-2-C-methylerythritol kinase
BW25113_1209,lolB,0,1258333,1258956,-1,55,0.0208333333333333,624,13,lipoprotein localization factor
BW25113_1210,hemA,0,1259170,1260426,1,43,0.015115354017502,1257,19,glutamyl tRNA reductase
BW25113_1211,prfA,0,1260468,1261550,1,77,0.0193905817174515,1083,21,peptide chain release factor RF-1
BW25113_1212,prmC,0,1261550,1262383,1,22,0.00959232613908873,834,8,N5-glutamine methyltransferase, modifies release factors RF-1 and RF-2
BW25113_1215,kdsA,0,1263621,1264475,1,47,0.0152046783625731,855,13,3-deoxy-D-manno-octulosonate 8-phosphate synthase
BW25113_4424,rdlC,0,1265849,1265916,1,16,0.0441176470588235,68,3,
BW25113_4425,rttR,0,1282522,1282692,-1,126,0.0760233918128655,171,13,
BW25113_1229,tpr,0,1282543,1282632,-1,75,0.0777777777777778,90,7,protamine-like protein
BW25113_1230,tyrV,0,1282700,1282784,-1,98,0.0705882352941176,85,6,
BW25113_1252,tonB,0,1305346,1306065,1,209,0.0611111111111111,720,44,membrane spanning protein in TonB-ExbB-ExbD transport complex
BW25113_1265,trpL,0,1317295,1317339,-1,8,0.0444444444444444,45,2,trp operon leader peptide
BW25113_1274,topA,0,1325305,1327902,1,324,0.0227097767513472,2598,59,DNA topoisomerase I, omega subunit
BW25113_1277,ribA,0,1332827,1333417,-1,25,0.00676818950930626,591,4,GTP cyclohydrolase II
BW25113_1279,yciS,0,1334500,1334808,1,75,0.0517799352750809,309,16,DUF1049 family inner membrane protein, function unknown
BW25113_1280,yciM,0,1334815,1335984,1,272,0.0700854700854701,1170,82,envelope integrity maintenance protein; EnvC-interacting protein
BW25113_4672,ymiB,0,1341053,1341157,1,21,0.0285714285714286,105,3,uncharacterized protein
BW25113_1288,fabI,0,1344508,1345296,-1,3,0.00380228136882129,789,3,enoyl-[acyl-carrier-protein] reductase, NADH-dependent
BW25113_4526,ydaE,0,1412095,1412265,-1,32,0.0526315789473684,171,9,Rac prophage; conserved protein
BW25113_1356,racR,0,1414022,1414498,-1,109,0.0230607966457023,477,11,Rac prophage; putative DNA-binding transcriptional regulator
BW25113_1357,ydaS,0,1414622,1414918,1,66,0.0471380471380471,297,14,Rac prophage; putative DNA-binding transcriptional regulator
BW25113_4638,ttcC,0,1429215,1429265,-1,6,0.0392156862745098,51,2,pseudogene
BW25113_4674,ynbG,0,1459422,1459487,-1,0,0,66,0,uncharacterized protein
BW25113_4429,sokB,0,1486376,1486431,1,14,0.0714285714285714,56,4,
BW25113_1455,yncH,0,1521197,1521409,1,23,0.0234741784037559,213,5,IPR020099 family protein
BW25113_1457,ydcD,0,1524179,1524661,1,92,0.041407867494824,483,20,uncharacterized protein
BW25113_1471,yddK,0,1538641,1539971,-1,561,0.0661157024793388,1331,88,pseudogene
BW25113_1472,yddL,0,1540007,1540285,-1,65,0.0573476702508961,279,16,pseudogene
BW25113_1500,safA,0,1578019,1578216,-1,41,0.0505050505050505,198,10,two-component system connector membrane protein, EvgSA to PhoQP
BW25113_1508,hipB,0,1586433,1586699,-1,50,0.0337078651685393,267,9,antitoxin of HipAB toxin-antitoxin system
BW25113_1549,ydfO,0,1631304,1631714,1,87,0.0535279805352798,411,22,Qin prophage; uncharacterized protein
BW25113_1550,gnsB,0,1631866,1632039,-1,49,0.0459770114942529,174,8,Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts)
BW25113_1564,relB,0,1639890,1640129,-1,42,0.0416666666666667,240,10,Qin prophage; bifunctional antitoxin of the RelE-RelB toxin-antitoxin system/ transcriptional repressor
BW25113_1570,dicA,0,1642191,1642598,1,2,0.00490196078431373,408,2,Qin prophage; putative regulator for DicB
BW25113_1637,tyrS,0,1710205,1711479,-1,29,0.00862745098039216,1275,11,tyrosyl-tRNA synthetase
BW25113_1638,pdxH,0,1711608,1712264,-1,106,0.0502283105022831,657,33,pyridoxine 5'-phosphate oxidase
BW25113_1648,ydhL,0,1719938,1720177,-1,73,0.0583333333333333,240,14,DUF1289 family protein
BW25113_1652,rnt,0,1722604,1723251,1,91,0.0354938271604938,648,23,ribonuclease T (RNase T)
BW25113_1662,ribC,0,1736858,1737499,-1,161,0.029595015576324,642,19,riboflavin synthase, alpha subunit
BW25113_1665,valV,0,1740692,1740768,1,66,0.0779220779220779,77,6,
BW25113_1712,ihfA,0,1789510,1789809,-1,90,0.0433333333333333,300,13,integration host factor (IHF), DNA-binding protein, alpha subunit
BW25113_1713,pheT,0,1789814,1792201,-1,56,0.0104690117252931,2388,25,phenylalanine tRNA synthetase, beta subunit
BW25113_1714,pheS,0,1792216,1793199,-1,21,0.0111788617886179,984,11,phenylalanine tRNA synthetase, alpha subunit
BW25113_1715,pheM,0,1793483,1793527,-1,1,0.0222222222222222,45,1,phenylalanyl-tRNA synthetase operon leader peptide
BW25113_1716,rplT,0,1793650,1794006,-1,5,0.00560224089635854,357,2,50S ribosomal subunit protein L20
BW25113_1717,rpmI,0,1794059,1794256,-1,30,0.0404040404040404,198,8,50S ribosomal subunit protein L35
BW25113_1718,infC,0,1794353,1794895,-1,23,0.00736648250460405,543,4,translation initiation factor IF-3
BW25113_1719,thrS,0,1794899,1796827,-1,137,0.0114048729911871,1929,22,threonyl-tRNA synthetase
BW25113_1740,nadE,0,1816715,1817542,1,30,0.0120772946859903,828,10,NAD synthetase, NH3/glutamine-dependent
BW25113_1779,gapA,0,1857028,1858023,1,32,0.0100401606425703,996,10,glyceraldehyde-3-phosphate dehydrogenase A
BW25113_1807,tsaB,0,1884829,1885524,-1,42,0.0158045977011494,696,11,tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein; binding partner and protease for TsaD
BW25113_1852,zwf,0,1929096,1930571,-1,393,0.0691056910569106,1476,102,glucose-6-phosphate 1-dehydrogenase
BW25113_4677,yobI,0,1940372,1940437,-1,25,0.0757575757575758,66,5,uncharacterized protein
BW25113_1866,aspS,0,1943007,1944779,-1,169,0.0163564579808235,1773,29,aspartyl-tRNA synthetase
BW25113_1876,argS,0,1954319,1956052,1,48,0.0103806228373702,1734,18,arginyl-tRNA synthetase
BW25113_1909,leuZ,0,1985296,1985382,-1,2,0.0229885057471264,87,2,
BW25113_1910,cysT,0,1985395,1985468,-1,0,0,74,0,
BW25113_1912,pgsA,0,1985750,1986298,-1,7,0.00728597449908925,549,4,phosphatidylglycerophosphate synthetase
BW25113_4495,yedN,0,2004704,2005832,-1,214,0.054030115146147,1129,61,pseudogene
BW25113_2065,dcd,0,2135115,2135696,-1,46,0.0481099656357388,582,28,2'-deoxycytidine 5'-triphosphate deaminase
BW25113_2114,metG,0,2187779,2189812,1,444,0.0319567354965585,2034,65,methionyl-tRNA synthetase
BW25113_2153,folE,0,2236463,2237131,-1,34,0.0104633781763827,669,7,GTP cyclohydrolase I
BW25113_2185,rplY,0,2275996,2276280,1,29,0.0245614035087719,285,7,50S ribosomal subunit protein L25
BW25113_2231,gyrA,0,2330272,2332899,-1,180,0.0136986301369863,2628,36,DNA gyrase (type II topoisomerase), subunit A
BW25113_2232,ubiG,0,2333046,2333768,1,116,0.0262793914246196,723,19,bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase
BW25113_2234,nrdA,0,2338344,2340629,1,77,0.0100612423447069,2286,23,ribonucleoside-diphosphate reductase 1, alpha subunit
BW25113_2235,nrdB,0,2340863,2341993,1,24,0.00884173297966401,1131,10,ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein
BW25113_2311,ubiX,0,2421536,2422105,-1,75,0.0228070175438597,570,13,3-octaprenyl-4-hydroxybenzoate carboxy-lyase
BW25113_2315,folC,0,2425153,2426421,-1,141,0.0212765957446809,1269,27,bifunctional folylpolyglutamate synthase/ dihydrofolate synthase
BW25113_2316,accD,0,2426491,2427405,-1,87,0.019672131147541,915,18,acetyl-CoA carboxylase, beta (carboxyltransferase) subunit
BW25113_2323,fabB,0,2433864,2435084,-1,44,0.0106470106470106,1221,13,3-oxoacyl-[acyl-carrier-protein] synthase I
BW25113_2348,argW,0,2459788,2459862,1,47,0.08,75,6,
BW25113_2400,gltX,0,2512736,2514151,-1,146,0.0141242937853107,1416,20,glutamyl-tRNA synthetase
BW25113_2411,ligA,0,2521520,2523535,-1,131,0.0133928571428571,2016,27,DNA ligase, NAD(+)-dependent
BW25113_2412,zipA,0,2523606,2524592,-1,258,0.0243161094224924,987,24,FtsZ stabilizer
BW25113_2416,ptsI,0,2527425,2529152,1,270,0.0549768518518519,1728,95,PEP-protein phosphotransferase of PTS system (enzyme I)
BW25113_2417,crr,0,2529193,2529702,1,197,0.0666666666666667,510,34,glucose-specific enzyme IIA component of PTS
BW25113_2450,yffS,0,2557882,2558691,1,462,0.0506172839506173,810,41,CPZ-55 prophage; uncharacterized protein
BW25113_2472,dapE,0,2584966,2586093,1,244,0.0230496453900709,1128,26,N-succinyl-diaminopimelate deacylase
BW25113_2478,dapA,0,2592241,2593119,-1,117,0.0216154721274175,879,19,dihydrodipicolinate synthase
BW25113_2496,hda,0,2611434,2612135,-1,66,0.0242165242165242,702,17,ATPase regulatory factor involved in DnaA inactivation
BW25113_2507,guaA,0,2624317,2625894,-1,160,0.0437262357414449,1578,69,GMP synthetase (glutamine aminotransferase)
BW25113_2511,der,0,2629243,2630715,-1,14,0.00814663951120163,1473,12,GTPase; multicopy suppressor of ftsJ
BW25113_2514,hisS,0,2632660,2633934,-1,321,0.0141176470588235,1275,18,histidyl tRNA synthetase
BW25113_2515,ispG,0,2634045,2635163,-1,114,0.0142984807864164,1119,16,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
BW25113_2525,fdx,0,2650107,2650442,-1,117,0.0744047619047619,336,25,[2Fe-2S] ferredoxin
BW25113_2526,hscA,0,2650444,2652294,-1,521,0.0486223662884927,1851,90,DnaK-like molecular chaperone specific for IscU
BW25113_2527,hscB,0,2652311,2652826,-1,301,0.0794573643410853,516,41,HscA co-chaperone, J domain-containing protein Hsc56; IscU-specific chaperone HscAB
BW25113_2529,iscU,0,2653262,2653648,-1,30,0.0232558139534884,387,9,iron-sulfur cluster assembly scaffold protein
BW25113_2530,iscS,0,2653676,2654890,-1,167,0.0263374485596708,1215,32,cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent
BW25113_2533,suhB,0,2656801,2657604,1,144,0.027363184079602,804,22,inositol monophosphatase
BW25113_2551,glyA,0,2677613,2678866,-1,71,0.0151515151515152,1254,19,serine hydroxymethyltransferase
BW25113_2559,tadA,0,2690713,2691216,-1,38,0.0396825396825397,504,20,tRNA-specific adenosine deaminase
BW25113_2563,acpS,0,2693977,2694357,-1,52,0.010498687664042,381,4,holo-[acyl-carrier-protein] synthase 1
BW25113_2566,era,0,2695840,2696745,-1,67,0.0176600441501104,906,16,membrane-associated, 16S rRNA-binding GTPase
BW25113_2568,lepB,0,2697694,2698668,-1,185,0.0317948717948718,975,31,leader peptidase (signal peptidase I)
BW25113_2573,rpoE,0,2702796,2703371,-1,88,0.0399305555555556,576,23,RNA polymerase sigma E factor
BW25113_2585,pssA,0,2716086,2717441,1,76,0.0147492625368732,1356,20,phosphatidylserine synthase (CDP-diacylglycerol-serine O-phosphatidyltransferase)
BW25113_2594,rluD,0,2728390,2729370,-1,425,0.0387359836901121,981,38,23S rRNA pseudouridine(1911,1915,1917) synthase
BW25113_2595,bamD,0,2729505,2730242,1,116,0.0284552845528455,738,21,BamABCDE complex OM biogenesis lipoprotein
BW25113_2606,rplS,0,2737542,2737889,-1,81,0.0459770114942529,348,16,50S ribosomal subunit protein L19
BW25113_2607,trmD,0,2737931,2738698,-1,91,0.015625,768,12,tRNA m(1)G37 methyltransferase, SAM-dependent
BW25113_2608,rimM,0,2738729,2739277,-1,48,0.0163934426229508,549,9,16S rRNA processing protein
BW25113_2609,rpsP,0,2739296,2739544,-1,27,0.0240963855421687,249,6,30S ribosomal subunit protein S16
BW25113_2610,ffh,0,2739793,2741154,-1,202,0.0249632892804699,1362,34,Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)
BW25113_2614,grpE,0,2743474,2744067,-1,243,0.037037037037037,594,22,heat shock protein
BW25113_2615,nadK,0,2744190,2745068,1,17,0.0113765642775882,879,10,NAD kinase
